Order Date,Category,Item Name,Supplier,Quantity,Unit Cost,Total Cost
2023-01-23,Food,Skippy Creamy Peanut Butter (40 oz),FOD-002,30,4.89,146.71
2023-01-23,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,21,4.66,97.87
2023-01-23,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,8,6.07,48.58
2023-01-23,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,25,8.3,207.55
2023-01-23,Textiles,Kids' Graphic Tee,TXT-001,20,2.62,52.46
2023-01-23,Textiles,Men's Athletic Shorts,TXT-003,26,8.59,223.45
2023-01-23,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,14,3.78,52.87
2023-01-23,Textiles,Women's Skinny Jeans,TXT-002,20,14.22,284.49
2023-01-23,Textiles,Women's V-Neck T-Shirt,TXT-003,22,3.5,76.92
2023-01-30,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,14,21.05,294.65
2023-01-30,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,12,132.47,1589.61
2023-01-30,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,10,7.66,76.56
2023-01-30,Food,Bananas (by the pound),FOD-003,19,0.75,14.24
2023-01-30,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,36,7.68,276.41
2023-01-30,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,24,3.28,78.83
2023-01-30,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,21,5.82,122.26
2023-01-30,Textiles,Bath Towel Set (2-pack),TXT-001,21,8.63,181.33
2023-01-30,Textiles,Kids' Graphic Tee,TXT-001,25,2.91,72.75
2023-01-30,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,23,3.72,85.55
2023-01-30,Textiles,Queen Size Comforter,TXT-002,31,24.39,756.02
2023-01-30,Textiles,Women's V-Neck T-Shirt,TXT-003,18,3.49,62.81
2023-02-06,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,5,5.34,26.68
2023-02-06,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,7,89.71,627.95
2023-02-06,Electronics,Roku Express HD Streaming Media Player,ELC-001,5,18.77,93.86
2023-02-06,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,10,8.65,86.53
2023-02-06,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,4,38.08,152.31
2023-02-13,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,17,59.62,1013.61
2023-02-13,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,7,7.35,51.44
2023-02-13,Food,Bananas (by the pound),FOD-002,35,0.78,27.34
2023-02-13,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,34,1.22,41.5
2023-02-13,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,24,4.84,116.27
2023-02-13,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,12,4.9,58.75
2023-02-13,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,13,4.71,61.19
2023-02-13,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,9,3.18,28.63
2023-02-13,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,11,15.63,171.93
2023-02-13,Textiles,Men's Athletic Shorts,TXT-003,13,7.22,93.92
2023-02-13,Textiles,Men's Fleece Hoodie,TXT-001,22,11.21,246.6
2023-02-13,Textiles,Twin Size Sheet Set,TXT-001,23,10.68,245.68
2023-02-13,Textiles,Women's Skinny Jeans,TXT-002,12,15.66,187.93
2023-02-20,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,11,5.88,64.67
2023-02-20,Electronics,"HP 15.6"" Laptop (Intel Core i3, 8GB RAM, 256GB SSD)",ELC-001,18,234.03,4212.56
2023-02-20,Pharmaceuticals,Advil Tablets (100 ct),PRM-002,11,5.16,56.73
2023-02-20,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,20,18.97,379.47
2023-02-20,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-002,16,2.75,44
2023-02-20,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,8,3.08,24.66
2023-02-20,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,14,8.06,112.79
2023-02-27,Electronics,Roku Express HD Streaming Media Player,ELC-001,7,21.46,150.2
2023-02-27,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,12,35.08,420.99
2023-02-27,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,18,3.66,65.87
2023-02-27,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,18,1.21,21.82
2023-02-27,Food,Skippy Creamy Peanut Butter (40 oz),FOD-002,24,4.3,103.11
2023-02-27,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,11,19.71,216.85
2023-02-27,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,23,4.95,113.74
2023-02-27,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,13,3.01,39.17
2023-02-27,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,13,6.19,80.49
2023-02-27,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,18,3.63,65.36
2023-02-27,Textiles,Queen Size Comforter,TXT-003,14,24.93,349.06
2023-03-06,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,9,5.94,53.44
2023-03-06,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,11,20.54,225.89
2023-03-06,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,12,80.8,969.62
2023-03-06,Electronics,Roku Express HD Streaming Media Player,ELC-001,8,20.41,163.24
2023-03-06,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,10,7.52,75.2
2023-03-06,Textiles,Men's Athletic Shorts,TXT-002,20,8.74,174.78
2023-03-06,Textiles,Queen Size Comforter,TXT-003,18,23.75,427.51
2023-03-06,Textiles,Twin Size Sheet Set,TXT-001,30,10.59,317.59
2023-03-06,Textiles,Women's Skinny Jeans,TXT-003,17,15.35,261
2023-03-13,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-002,13,85.2,1107.65
2023-03-13,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,14,62.02,868.32
2023-03-13,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,5,86.04,430.18
2023-03-13,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,13,32.99,428.81
2023-03-13,Food,Bananas (by the pound),FOD-003,29,0.69,20.09
2023-03-13,Food,Coca-Cola Soda (12-pack Cans),FOD-001,31,5,155.05
2023-03-13,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,21,3.57,74.99
2023-03-13,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,23,4.31,99.24
2023-03-13,Pharmaceuticals,Advil Tablets (100 ct),PRM-002,14,5.36,75.09
2023-03-13,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,12,19.01,228.08
2023-03-13,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,8,4.63,37.01
2023-03-13,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,18,5.66,101.82
2023-03-13,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,13,5.34,69.47
2023-03-20,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,17,5.36,91.14
2023-03-20,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,11,8.56,94.14
2023-03-20,Food,Coca-Cola Soda (12-pack Cans),FOD-001,20,5.07,101.31
2023-03-20,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,29,3.31,95.94
2023-03-20,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,18,5.04,90.78
2023-03-20,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,10,15.17,151.69
2023-03-20,Textiles,Queen Size Comforter,TXT-002,24,22.69,544.44
2023-03-20,Textiles,Women's Skinny Jeans,TXT-002,22,14.92,328.24
2023-03-27,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-002,15,72.33,1084.99
2023-03-27,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-003,4,20.73,82.94
2023-03-27,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,11,78.28,861.05
2023-03-27,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,11,37.23,409.53
2023-03-27,Food,Great Value Large Eggs (1 Dozen),FOD-003,28,2.74,76.65
2023-03-27,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,29,3.96,114.97
2023-03-27,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,28,1.17,32.82
2023-03-27,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,20,3.3,66.06
2023-03-27,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,23,5.26,120.92
2023-03-27,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,24,3.02,72.4
2023-03-27,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,23,5.67,130.43
2023-03-27,Textiles,Bath Towel Set (2-pack),TXT-001,15,7.28,109.15
2023-03-27,Textiles,Kids' Graphic Tee,TXT-001,30,2.78,83.34
2023-03-27,Textiles,Men's Athletic Shorts,TXT-003,20,8.32,166.36
2023-03-27,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,14,3.33,46.68
2023-04-03,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,5,61.14,305.69
2023-04-03,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,5,5.19,25.96
2023-04-03,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,18,117.93,2122.7
2023-04-03,Food,Fresh Strawberries (1 lb),FOD-001,23,3.23,74.28
2023-04-03,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,28,8.32,232.9
2023-04-03,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,9,5.14,46.25
2023-04-03,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,11,4.09,45.04
2023-04-03,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,24,14.79,355.02
2023-04-03,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-003,21,7.54,158.33
2023-04-03,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,21,5.16,108.43
2023-04-03,Textiles,Kids' Graphic Tee,TXT-001,15,2.65,39.82
2023-04-03,Textiles,Queen Size Comforter,TXT-003,17,23.83,405.17
2023-04-10,Food,Bananas (by the pound),FOD-003,19,0.68,12.95
2023-04-10,Food,Great Value Large Eggs (1 Dozen),FOD-003,23,2.51,57.79
2023-04-10,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,34,3.63,123.29
2023-04-10,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,20,4.48,89.68
2023-04-10,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,25,9.02,225.42
2023-04-10,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,13,18.65,242.39
2023-04-10,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-002,13,6.57,85.4
2023-04-10,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-002,23,7.88,181.35
2023-04-10,Textiles,Kids' Graphic Tee,TXT-001,21,3,62.95
2023-04-10,Textiles,Men's Regular Fit Jeans,TXT-001,12,13.78,165.39
2023-04-10,Textiles,Queen Size Comforter,TXT-002,23,25.68,590.74
2023-04-10,Textiles,Twin Size Sheet Set,TXT-001,17,9.63,163.71
2023-04-17,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,11,141.11,1552.19
2023-04-17,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,8,7.38,59.01
2023-04-17,Food,Fresh Strawberries (1 lb),FOD-001,31,2.87,89.06
2023-04-17,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,25,1.33,33.28
2023-04-17,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,16,3.47,55.48
2023-04-17,Pharmaceuticals,Advil Tablets (100 ct),PRM-003,18,5.09,91.56
2023-04-17,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,26,4.52,117.47
2023-04-17,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,24,2.8,67.32
2023-04-17,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,16,5.77,92.34
2023-04-17,Pharmaceuticals,NyQuil Cold & Flu Liquid (12 oz),PRM-002,16,8.6,137.65
2023-04-17,Textiles,Bath Towel Set (2-pack),TXT-001,21,8.34,175.06
2023-04-17,Textiles,Men's Athletic Shorts,TXT-002,16,8.77,140.25
2023-04-17,Textiles,Men's Fleece Hoodie,TXT-001,23,11.9,273.72
2023-04-17,Textiles,Men's Regular Fit Jeans,TXT-001,16,14.57,233.15
2023-04-17,Textiles,Women's Skinny Jeans,TXT-003,15,13.83,207.49
2023-04-24,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,5,73.29,366.45
2023-04-24,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,15,56.8,851.95
2023-04-24,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,12,5.15,61.82
2023-04-24,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,11,126.21,1388.3
2023-04-24,Food,Coca-Cola Soda (12-pack Cans),FOD-001,20,5.39,107.86
2023-04-24,Food,Fresh Strawberries (1 lb),FOD-001,20,3.07,61.45
2023-04-24,Food,Great Value Large Eggs (1 Dozen),FOD-002,20,2.56,51.15
2023-04-24,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,23,3.56,81.79
2023-04-24,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,17,4.47,75.94
2023-04-24,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,26,4.18,108.56
2023-04-24,Pharmaceuticals,"Bayer Aspirin (325 mg, 100 ct)",PRM-001,13,4.86,63.2
2023-04-24,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-002,16,3.25,52.03
2023-04-24,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,16,2.78,44.5
2023-04-24,Textiles,Kids' Graphic Tee,TXT-001,18,2.76,49.72
2023-04-24,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,21,3.7,77.69
2023-04-24,Textiles,Men's Fleece Hoodie,TXT-001,21,11.33,237.83
2023-04-24,Textiles,Twin Size Sheet Set,TXT-001,14,10.43,145.97
2023-04-24,Textiles,Women's Skinny Jeans,TXT-002,13,13.78,179.13
2023-05-01,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,10,54.83,548.26
2023-05-01,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,17,80.49,1368.39
2023-05-01,Electronics,Roku Express HD Streaming Media Player,ELC-001,8,19.61,156.87
2023-05-01,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-003,17,132.93,2259.84
2023-05-01,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,17,36.11,613.82
2023-05-01,Food,Bananas (by the pound),FOD-003,28,0.73,20.52
2023-05-01,Food,Coca-Cola Soda (12-pack Cans),FOD-001,31,5.27,163.34
2023-05-01,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,34,1.25,42.44
2023-05-01,Pharmaceuticals,Colgate Total Toothpaste (6 oz),PRM-001,10,2.7,27
2023-05-01,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,27,15.56,420.21
2023-05-01,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,24,5.06,121.36
2023-05-01,Textiles,Kids' Graphic Tee,TXT-001,18,2.81,50.56
2023-05-01,Textiles,Men's Athletic Shorts,TXT-003,13,7.39,96.13
2023-05-01,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,22,3.57,78.45
2023-05-01,Textiles,Men's Fleece Hoodie,TXT-001,16,11.34,181.38
2023-05-01,Textiles,Women's V-Neck T-Shirt,TXT-003,30,3.19,95.64
2023-05-08,Food,Bananas (by the pound),FOD-003,28,0.82,22.94
2023-05-08,Food,Fresh Strawberries (1 lb),FOD-001,36,3.13,112.73
2023-05-08,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,24,1.32,31.71
2023-05-08,Food,Skippy Creamy Peanut Butter (40 oz),FOD-003,28,4.11,115.12
2023-05-08,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,30,8.87,265.97
2023-05-08,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,8,18.29,146.32
2023-05-08,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,19,4.5,85.51
2023-05-08,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,16,2.71,43.29
2023-05-08,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,12,14.9,178.84
2023-05-08,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,27,5.44,146.85
2023-05-15,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-003,9,83.11,747.96
2023-05-15,Electronics,"Samsung Galaxy Tab A8 10.5"" Tablet (32GB)",ELC-002,5,140.39,701.97
2023-05-15,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,21,3.37,70.87
2023-05-15,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,17,4.54,77.26
2023-05-15,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,22,1.19,26.14
2023-05-15,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,28,3.24,90.81
2023-05-15,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,30,8.95,268.43
2023-05-15,Textiles,Bath Towel Set (2-pack),TXT-001,30,8.19,245.64
2023-05-15,Textiles,Men's Athletic Shorts,TXT-002,22,8.14,179.13
2023-05-15,Textiles,Women's Skinny Jeans,TXT-003,14,13.18,184.52
2023-05-22,Electronics,Apple AirPods (2nd Gen) with Charging Case,ELC-002,5,78.98,394.9
2023-05-22,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,16,59.2,947.26
2023-05-22,Food,Coca-Cola Soda (12-pack Cans),FOD-001,21,6.01,126.31
2023-05-22,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,28,3.64,101.98
2023-05-22,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,28,4.35,121.82
2023-05-22,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,33,3.55,117.24
2023-05-22,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,26,4.79,124.67
2023-05-22,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-002,10,2.96,29.63
2023-05-22,Pharmaceuticals,Neosporin Original Ointment (1 oz),PRM-003,19,6.14,116.7
2023-05-22,Textiles,Bath Towel Set (2-pack),TXT-001,30,8.07,242.24
2023-05-22,Textiles,Kids' Graphic Tee,TXT-001,12,2.72,32.66
2023-05-22,Textiles,Men's Athletic Shorts,TXT-002,18,7.25,130.56
2023-05-22,Textiles,Men's Regular Fit Jeans,TXT-001,14,15.25,213.45
2023-05-29,Electronics,Google Nest Mini (2nd Gen) Smart Speaker,ELC-002,9,24.12,217.05
2023-05-29,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,11,77.74,855.13
2023-05-29,Electronics,Roku Express HD Streaming Media Player,ELC-001,13,20.95,272.31
2023-05-29,Textiles,Men's Athletic Shorts,TXT-003,12,7.25,87.02
2023-05-29,Textiles,Queen Size Comforter,TXT-003,20,23.5,470.05
2023-06-05,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,4,83.08,332.32
2023-06-05,Electronics,Roku Express HD Streaming Media Player,ELC-001,12,18.54,222.5
2023-06-05,Electronics,SanDisk 64GB Cruzer Glide USB 2.0 Flash Drive,ELC-001,15,7.4,111.01
2023-06-05,Food,Bananas (by the pound),FOD-002,16,0.81,12.9
2023-06-05,Food,Coca-Cola Soda (12-pack Cans),FOD-001,23,5.4,124.3
2023-06-05,Food,Fresh Strawberries (1 lb),FOD-001,17,2.75,46.68
2023-06-05,Food,Skippy Creamy Peanut Butter (40 oz),FOD-002,23,4.26,97.95
2023-06-05,Pharmaceuticals,Advil Tablets (100 ct),PRM-002,8,5.65,45.19
2023-06-05,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,23,15.02,345.52
2023-06-05,Pharmaceuticals,Tylenol Extra Strength Caplets (100 ct),PRM-001,21,5.48,114.98
2023-06-12,Electronics,Canon Pixma MG2522 All-in-One Printer,ELC-001,8,54.03,432.21
2023-06-12,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,4,5.33,21.33
2023-06-12,Electronics,JBL Flip 6 Portable Bluetooth Speaker,ELC-001,9,88.36,795.26
2023-06-12,Electronics,Sony WH-CH520 Wireless On-Ear Headphones,ELC-001,15,38.15,572.31
2023-06-12,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,15,4.45,66.74
2023-06-12,Pharmaceuticals,Flonase Allergy Relief (120 sprays),PRM-001,23,15.62,359.16
2023-06-12,Textiles,Men's Basic Crewneck T-Shirt,TXT-001,21,3.24,68.06
2023-06-12,Textiles,Men's Fleece Hoodie,TXT-001,27,12.38,334.21
2023-06-12,Textiles,Women's Skinny Jeans,TXT-003,31,14.95,463.45
2023-06-19,Electronics,Energizer Max AA Batteries (8-pack),ELC-001,10,5.44,54.38
2023-06-19,Electronics,Roku Express HD Streaming Media Player,ELC-001,11,18.07,198.73
2023-06-19,Food,Bananas (by the pound),FOD-003,29,0.79,22.98
2023-06-19,Food,"Great Value Milk (1 Gallon, 2%)",FOD-001,24,3.72,89.21
2023-06-19,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,35,4.47,156.32
2023-06-19,Food,Kraft Macaroni & Cheese (7.25 oz Box),FOD-002,33,1.32,43.42
2023-06-19,Food,Skippy Creamy Peanut Butter (40 oz),FOD-002,16,4.36,69.71
2023-06-19,Pharmaceuticals,Advil Tablets (100 ct),PRM-002,23,5.55,127.64
2023-06-19,Pharmaceuticals,Allegra 24 Hour Allergy (60 ct),PRM-001,16,18.32,293.08
2023-06-19,Pharmaceuticals,"Band-Aid Brand Adhesive Bandages (Assorted, 100 ct)",PRM-001,9,4.93,44.37
2023-06-19,Pharmaceuticals,CVS Health Ibuprofen (200 mg - 100 ct),PRM-003,22,3.27,71.98
2023-06-26,Food,Fresh Strawberries (1 lb),FOD-001,21,3.28,68.8
2023-06-26,Food,Great Value Large Eggs (1 Dozen),FOD-003,23,2.32,53.27
2023-06-26,Food,Kellogg's Frosted Flakes Cereal (23 oz),FOD-001,24,4.5,108.11
2023-06-26,Food,Lay's Classic Potato Chips (Large Bag),FOD-001,18,3.85,69.28
2023-07-03,Food,Bananas (by the pound),FOD-003,35,0.76,26.52
2023-07-03,Food,Tyson Boneless Skinless Chicken Breasts (2.5 lbs),FOD-001,30,7.96,238.67
