Date,Time,Store_ID,Transaction_ID,Customer_ID,Customer_Type,Category,Product_Name,Quantity,Unit_Cost,Unit_Price,Discount_Rate,Discount_Amount,Subtotal,Tax_Amount,Total_Amount,Gross_Profit,Profit_Margin_Percent,Payment_Method,Day_of_Week,Month,Hour_of_Day,Transaction_Total,Items_Per_Transaction
2024-01-01,09:41:00,Store_A,Store_A_T000012,CUST_8342,New,Food,Fresh Apples (1kg),1,2.5,5.84,0,0,5.84,0.47,6.31,3.34,57.2,Cash,Monday,January,9,49.78,2
2024-01-01,09:41:00,Store_A,Store_A_T000012,CUST_8342,New,Electronics,Wireless Mouse,1,15,40.26,0,0,40.26,3.22,43.48,25.26,62.7,Cash,Monday,January,9,49.78,2
2024-01-01,10:10:00,Store_A,Store_A_T000022,CUST_8505,New,Textiles,Men's Basic T-Shirt,3,3.5,13.14,0,0,39.41,3.15,42.56,28.91,73.4,Credit Card,Monday,January,10,83.79,2
2024-01-01,10:10:00,Store_A,Store_A_T000022,CUST_8505,New,Electronics,Wireless Mouse,1,15,38.17,0,0,38.17,3.05,41.23,23.17,60.7,Credit Card,Monday,January,10,83.79,2
2024-01-01,10:15:00,Store_A,Store_A_T000035,CUST_0499,Returning,Electronics,Power Bank,3,20,50.21,0,0,150.63,12.05,162.68,90.63,60.2,Mobile Payment,Monday,January,10,328.42,2
2024-01-01,10:15:00,Store_A,Store_A_T000035,CUST_0499,Returning,Electronics,Bluetooth Headphones,2,25,76.73,0,0,153.46,12.28,165.74,103.46,67.4,Mobile Payment,Monday,January,10,328.42,2
2024-01-01,10:19:00,Store_A,Store_A_T000034,CUST_0132,Returning,Pharmaceuticals,Cough Syrup,1,3,13.11,0,0,13.11,1.05,14.16,10.11,77.1,Credit Card,Monday,January,10,56.06,2
2024-01-01,10:19:00,Store_A,Store_A_T000034,CUST_0132,Returning,Food,Chicken Breast (1kg),3,6,12.93,0,0,38.8,3.1,41.91,20.8,53.6,Credit Card,Monday,January,10,56.06,2
2024-01-01,10:38:00,Store_A,Store_A_T000014,CUST_0379,Returning,Food,Greek Yogurt,1,1.8,4.29,0,0,4.29,0.34,4.64,2.49,58.1,Debit Card,Monday,January,10,10.03,2
2024-01-01,10:38:00,Store_A,Store_A_T000014,CUST_0379,Returning,Pharmaceuticals,Hand Sanitizer,1,1.5,4.99,0,0,4.99,0.4,5.39,3.49,69.9,Debit Card,Monday,January,10,10.03,2
2024-01-01,11:16:00,Store_A,Store_A_T000052,CUST_0398,Returning,Pharmaceuticals,Bandages Pack,1,2,6.93,0,0,6.93,0.55,7.49,4.93,71.2,Mobile Payment,Monday,January,11,50.37,2
2024-01-01,11:16:00,Store_A,Store_A_T000052,CUST_0398,Returning,Electronics,Wireless Mouse,1,15,39.71,0,0,39.71,3.18,42.89,24.71,62.2,Mobile Payment,Monday,January,11,50.37,2
2024-01-01,11:33:00,Store_A,Store_A_T000036,CUST_0294,Returning,Electronics,Portable Speaker,1,35,96.84,9.3,9.05,87.78,7.02,94.81,52.78,60.1,Gift Card,Monday,January,11,102.49,2
2024-01-01,11:33:00,Store_A,Store_A_T000036,CUST_0294,Returning,Pharmaceuticals,Bandages Pack,1,2,7.11,0,0,7.11,0.57,7.68,5.11,71.9,Gift Card,Monday,January,11,102.49,2
2024-01-01,11:42:00,Store_A,Store_A_T000045,CUST_6855,New,Textiles,Cotton Bedsheet Set,1,15,48.07,0,0,48.07,3.85,51.92,33.07,68.8,Mobile Payment,Monday,January,11,80.76,2
2024-01-01,11:42:00,Store_A,Store_A_T000045,CUST_6855,New,Textiles,Men's Basic T-Shirt,2,3.5,13.35,0,0,26.71,2.14,28.84,19.71,73.8,Mobile Payment,Monday,January,11,80.76,2
2024-01-01,11:46:00,Store_A,Store_A_T000053,CUST_0041,Returning,Textiles,Women's Blouse,1,8,24.19,0,0,24.19,1.94,26.13,16.19,66.9,Cash,Monday,January,11,86.58,3
2024-01-01,11:46:00,Store_A,Store_A_T000053,CUST_0041,Returning,Textiles,Cotton Bedsheet Set,1,15,49.94,0,0,49.94,3.99,53.93,34.94,70,Cash,Monday,January,11,86.58,3
2024-01-01,11:46:00,Store_A,Store_A_T000053,CUST_0041,Returning,Food,Fresh Apples (1kg),1,2.5,6.04,0,0,6.04,0.48,6.53,3.54,58.6,Cash,Monday,January,11,86.58,3
2024-01-01,12:10:00,Store_A,Store_A_T000020,CUST_0211,Returning,Pharmaceuticals,Bandages Pack,3,2,7.03,0,0,21.09,1.69,22.77,15.09,71.5,Debit Card,Monday,January,12,22.77,1
2024-01-01,12:27:00,Store_A,Store_A_T000044,CUST_9186,New,Food,Greek Yogurt,1,1.8,4.31,0,0,4.31,0.35,4.66,2.51,58.3,Mobile Payment,Monday,January,12,4.66,1
2024-01-01,12:38:00,Store_A,Store_A_T000006,CUST_0113,Returning,Food,Chicken Breast (1kg),1,6,13.52,0,0,13.52,1.08,14.61,7.52,55.6,Credit Card,Monday,January,12,21,2
2024-01-01,12:38:00,Store_A,Store_A_T000006,CUST_0113,Returning,Food,Pasta Pack,2,1,2.96,0,0,5.92,0.47,6.39,3.92,66.2,Credit Card,Monday,January,12,21,2
2024-01-01,12:48:00,Store_A,Store_A_T000011,CUST_7839,New,Electronics,Smart Watch,2,80,198.44,0,0,396.88,31.75,428.63,236.88,59.7,Cash,Monday,January,12,450.69,2
2024-01-01,12:48:00,Store_A,Store_A_T000011,CUST_7839,New,Textiles,Athletic Shorts,1,6,20.42,0,0,20.42,1.63,22.06,14.42,70.6,Cash,Monday,January,12,450.69,2
2024-01-01,13:01:00,Store_A,Store_A_T000049,CUST_0037,Returning,Textiles,Kids' Jeans,2,12,31.34,0,0,62.67,5.01,67.69,38.67,61.7,Cash,Monday,January,13,72.08,2
2024-01-01,13:01:00,Store_A,Store_A_T000049,CUST_0037,Returning,Food,Whole Wheat Bread,1,1.5,4.07,0,0,4.07,0.33,4.39,2.57,63.1,Cash,Monday,January,13,72.08,2
2024-01-01,13:05:00,Store_A,Store_A_T000019,CUST_0249,Returning,Food,Chicken Breast (1kg),1,6,13.49,0,0,13.49,1.08,14.57,7.49,55.5,Debit Card,Monday,January,13,35.52,2
2024-01-01,13:05:00,Store_A,Store_A_T000019,CUST_0249,Returning,Food,Olive Oil (500ml),2,4,9.7,0,0,19.4,1.55,20.95,11.4,58.8,Debit Card,Monday,January,13,35.52,2
2024-01-01,13:26:00,Store_A,Store_A_T000025,CUST_0166,Returning,Electronics,Tablet Case,1,10,30.76,0,0,30.76,2.46,33.22,20.76,67.5,Cash,Monday,January,13,50.58,2
2024-01-01,13:26:00,Store_A,Store_A_T000025,CUST_0166,Returning,Pharmaceuticals,Allergy Medicine,1,6,19.29,16.7,3.22,16.07,1.29,17.36,10.07,62.7,Cash,Monday,January,13,50.58,2
2024-01-01,13:41:00,Store_A,Store_A_T000004,CUST_0157,Returning,Textiles,Women's Blouse,2,8,25.53,0,0,51.06,4.08,55.15,35.06,68.7,Credit Card,Monday,January,13,128.34,3
2024-01-01,13:41:00,Store_A,Store_A_T000004,CUST_0157,Returning,Food,Chicken Breast (1kg),3,6,12.65,0,0,37.96,3.04,40.99,19.96,52.6,Credit Card,Monday,January,13,128.34,3
2024-01-01,13:41:00,Store_A,Store_A_T000004,CUST_0157,Returning,Pharmaceuticals,Thermometer,1,12,29.81,0,0,29.81,2.38,32.2,17.81,59.7,Credit Card,Monday,January,13,128.34,3
2024-01-01,13:44:00,Store_A,Store_A_T000024,CUST_0286,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,15.28,0,0,15.28,1.22,16.5,10.28,67.3,Debit Card,Monday,January,13,95.89,2
2024-01-01,13:44:00,Store_A,Store_A_T000024,CUST_0286,Returning,Electronics,USB Flash Drive,3,8,24.5,0,0,73.51,5.88,79.39,49.51,67.3,Debit Card,Monday,January,13,95.89,2
2024-01-01,13:48:00,Store_A,Store_A_T000038,CUST_9587,New,Textiles,Athletic Shorts,1,6,19,0,0,19,1.52,20.53,13,68.4,Cash,Monday,January,13,131.03,2
2024-01-01,13:48:00,Store_A,Store_A_T000038,CUST_9587,New,Electronics,Portable Speaker,1,35,102.32,0,0,102.32,8.19,110.51,67.32,65.8,Cash,Monday,January,13,131.03,2
2024-01-01,13:56:00,Store_A,Store_A_T000001,CUST_0004,Returning,Food,Fresh Apples (1kg),1,2.5,5.77,0,0,5.77,0.46,6.23,3.27,56.7,Debit Card,Monday,January,13,61.93,2
2024-01-01,13:56:00,Store_A,Store_A_T000001,CUST_0004,Returning,Electronics,Power Bank,1,20,51.58,0,0,51.58,4.13,55.7,31.58,61.2,Debit Card,Monday,January,13,61.93,2
2024-01-01,13:58:00,Store_A,Store_A_T000018,CUST_0282,Returning,Textiles,Dress Shirt,1,10,34.91,0,0,34.91,2.79,37.71,24.91,71.4,Debit Card,Monday,January,13,37.71,1
2024-01-01,14:05:00,Store_A,Store_A_T000037,CUST_0451,Returning,Food,Whole Wheat Bread,2,1.5,4.03,0,0,8.05,0.64,8.7,5.05,62.7,Debit Card,Monday,January,14,8.7,1
2024-01-01,14:15:00,Store_A,Store_A_T000046,CUST_0346,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,16.35,0,0,16.35,1.31,17.65,11.35,69.4,Credit Card,Monday,January,14,54.68,2
2024-01-01,14:15:00,Store_A,Store_A_T000046,CUST_0346,Returning,Textiles,Dress Shirt,1,10,34.29,0,0,34.29,2.74,37.03,24.29,70.8,Credit Card,Monday,January,14,54.68,2
2024-01-01,14:34:00,Store_A,Store_A_T000031,CUST_0142,Returning,Pharmaceuticals,Hand Sanitizer,1,1.5,4.8,0,0,4.8,0.38,5.18,3.3,68.7,Credit Card,Monday,January,14,31.37,2
2024-01-01,14:34:00,Store_A,Store_A_T000031,CUST_0142,Returning,Electronics,USB Flash Drive,1,8,24.24,0,0,24.24,1.94,26.18,16.24,67,Credit Card,Monday,January,14,31.37,2
2024-01-01,14:35:00,Store_A,Store_A_T000003,CUST_0226,Returning,Textiles,Kids' Jeans,2,12,31.15,0,0,62.31,4.98,67.29,38.31,61.5,Debit Card,Monday,January,14,67.29,1
2024-01-01,14:54:00,Store_A,Store_A_T000048,CUST_0329,Returning,Electronics,Wireless Mouse,3,15,40.56,0,0,121.67,9.73,131.4,76.67,63,Mobile Payment,Monday,January,14,225.7,2
2024-01-01,14:54:00,Store_A,Store_A_T000048,CUST_0329,Returning,Pharmaceuticals,Thermometer,3,12,29.1,0,0,87.31,6.99,94.3,51.31,58.8,Mobile Payment,Monday,January,14,225.7,2
2024-01-01,14:57:00,Store_A,Store_A_T000054,CUST_7045,New,Food,Fresh Apples (1kg),1,2.5,5.85,0,0,5.85,0.47,6.32,3.35,57.3,Debit Card,Monday,January,14,33.92,2
2024-01-01,14:57:00,Store_A,Store_A_T000054,CUST_7045,New,Electronics,Tablet Case,1,10,31.48,18.8,5.92,25.56,2.04,27.6,15.56,60.9,Debit Card,Monday,January,14,33.92,2
2024-01-01,15:04:00,Store_A,Store_A_T000040,CUST_0384,Returning,Food,Chicken Breast (1kg),1,6,12.55,0,0,12.55,1,13.56,6.55,52.2,Credit Card,Monday,January,15,73.2,3
2024-01-01,15:04:00,Store_A,Store_A_T000040,CUST_0384,Returning,Pharmaceuticals,Thermometer,1,12,30.95,0,0,30.95,2.48,33.43,18.95,61.2,Credit Card,Monday,January,15,73.2,3
2024-01-01,15:04:00,Store_A,Store_A_T000040,CUST_0384,Returning,Electronics,USB Flash Drive,1,8,24.27,0,0,24.27,1.94,26.21,16.27,67,Credit Card,Monday,January,15,73.2,3
2024-01-01,15:12:00,Store_A,Store_A_T000055,CUST_0441,Returning,Textiles,Women's Blouse,2,8,24.59,0,0,49.18,3.93,53.12,33.18,67.5,Cash,Monday,January,15,140.49,2
2024-01-01,15:12:00,Store_A,Store_A_T000055,CUST_0441,Returning,Electronics,Bluetooth Headphones,1,25,80.9,0,0,80.9,6.47,87.37,55.9,69.1,Cash,Monday,January,15,140.49,2
2024-01-01,15:18:00,Store_A,Store_A_T000029,CUST_0043,Returning,Pharmaceuticals,Hand Sanitizer,1,1.5,5.11,0,0,5.11,0.41,5.52,3.61,70.6,Credit Card,Monday,January,15,5.52,1
2024-01-01,15:28:00,Store_A,Store_A_T000027,CUST_0278,Returning,Pharmaceuticals,Bandages Pack,3,2,7.18,0,0,21.53,1.72,23.25,15.53,72.1,Credit Card,Monday,January,15,23.25,1
2024-01-01,16:23:00,Store_A,Store_A_T000017,CUST_0415,Returning,Electronics,Power Bank,1,20,48.27,0,0,48.27,3.86,52.13,28.27,58.6,Debit Card,Monday,January,16,69.82,2
2024-01-01,16:23:00,Store_A,Store_A_T000017,CUST_0415,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,16.38,0,0,16.38,1.31,17.69,11.38,69.5,Debit Card,Monday,January,16,69.82,2
2024-01-01,16:53:00,Store_A,Store_A_T000041,CUST_0314,Returning,Textiles,Kids' Jeans,1,12,29.52,0,0,29.52,2.36,31.88,17.52,59.3,Credit Card,Monday,January,16,174.85,3
2024-01-01,16:53:00,Store_A,Store_A_T000041,CUST_0314,Returning,Textiles,Dress Shirt,3,10,35.41,0,0,106.24,8.5,114.74,76.24,71.8,Credit Card,Monday,January,16,174.85,3
2024-01-01,16:53:00,Store_A,Store_A_T000041,CUST_0314,Returning,Pharmaceuticals,First Aid Kit,1,8,26.15,0,0,26.15,2.09,28.24,18.15,69.4,Credit Card,Monday,January,16,174.85,3
2024-01-01,16:55:00,Store_A,Store_A_T000050,CUST_0495,Returning,Food,Breakfast Cereal,2,2.5,6.67,0,0,13.35,1.07,14.42,8.35,62.5,Debit Card,Monday,January,16,17.6,2
2024-01-01,16:55:00,Store_A,Store_A_T000050,CUST_0495,Returning,Food,Pasta Pack,1,1,2.94,0,0,2.94,0.24,3.18,1.94,66,Debit Card,Monday,January,16,17.6,2
2024-01-01,16:56:00,Store_A,Store_A_T000039,CUST_6438,New,Food,Organic Milk (1L),3,2,5.17,0,0,15.5,1.24,16.74,9.5,61.3,Mobile Payment,Monday,January,16,24.3,2
2024-01-01,16:56:00,Store_A,Store_A_T000039,CUST_6438,New,Pharmaceuticals,Bandages Pack,1,2,7,0,0,7,0.56,7.56,5,71.4,Mobile Payment,Monday,January,16,24.3,2
2024-01-01,17:03:00,Store_A,Store_A_T000007,CUST_5157,New,Pharmaceuticals,First Aid Kit,2,8,25.87,0,0,51.74,4.14,55.88,35.74,69.1,Credit Card,Monday,January,17,95,2
2024-01-01,17:03:00,Store_A,Store_A_T000007,CUST_5157,New,Textiles,Dress Shirt,1,10,36.22,0,0,36.22,2.9,39.12,26.22,72.4,Credit Card,Monday,January,17,95,2
2024-01-01,17:47:00,Store_A,Store_A_T000002,CUST_6919,New,Electronics,Portable Speaker,1,35,95.71,0,0,95.71,7.66,103.37,60.71,63.4,Cash,Monday,January,17,181.59,2
2024-01-01,17:47:00,Store_A,Store_A_T000002,CUST_6919,New,Electronics,Wireless Mouse,2,15,39.02,7.2,5.62,72.43,5.79,78.22,42.43,58.6,Cash,Monday,January,17,181.59,2
2024-01-01,18:04:00,Store_A,Store_A_T000030,CUST_8623,New,Pharmaceuticals,First Aid Kit,1,8,25.11,0,0,25.11,2.01,27.12,17.11,68.1,Gift Card,Monday,January,18,40.63,2
2024-01-01,18:04:00,Store_A,Store_A_T000030,CUST_8623,New,Food,Chicken Breast (1kg),1,6,12.51,0,0,12.51,1,13.51,6.51,52,Gift Card,Monday,January,18,40.63,2
2024-01-01,18:35:00,Store_A,Store_A_T000021,CUST_0154,Returning,Electronics,USB Flash Drive,1,8,25.45,0,0,25.45,2.04,27.48,17.45,68.6,Credit Card,Monday,January,18,66.81,2
2024-01-01,18:35:00,Store_A,Store_A_T000021,CUST_0154,Returning,Textiles,Dress Shirt,1,10,36.41,0,0,36.41,2.91,39.32,26.41,72.5,Credit Card,Monday,January,18,66.81,2
2024-01-01,18:57:00,Store_A,Store_A_T000016,CUST_0461,Returning,Electronics,Power Bank,2,20,47.67,0,0,95.35,7.63,102.98,55.35,58,Credit Card,Monday,January,18,134.68,2
2024-01-01,18:57:00,Store_A,Store_A_T000016,CUST_0461,Returning,Pharmaceuticals,Thermometer,1,12,29.36,0,0,29.36,2.35,31.71,17.36,59.1,Credit Card,Monday,January,18,134.68,2
2024-01-01,19:43:00,Store_A,Store_A_T000023,CUST_0497,Returning,Pharmaceuticals,First Aid Kit,1,8,24.55,0,0,24.55,1.96,26.52,16.55,67.4,Debit Card,Monday,January,19,46.5,2
2024-01-01,19:43:00,Store_A,Store_A_T000023,CUST_0497,Returning,Electronics,Phone Charger,1,5,20.11,8,1.61,18.5,1.48,19.98,13.5,73,Debit Card,Monday,January,19,46.5,2
2024-01-01,19:58:00,Store_A,Store_A_T000028,CUST_0396,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,9.03,19.5,1.76,7.27,0.58,7.85,4.77,65.6,Credit Card,Monday,January,19,7.85,1
2024-01-01,20:31:00,Store_A,Store_A_T000051,CUST_7482,New,Textiles,Athletic Shorts,1,6,20.65,0,0,20.65,1.65,22.3,14.65,70.9,Credit Card,Monday,January,20,43.4,2
2024-01-01,20:31:00,Store_A,Store_A_T000051,CUST_7482,New,Electronics,Phone Charger,1,5,19.54,0,0,19.54,1.56,21.1,14.54,74.4,Credit Card,Monday,January,20,43.4,2
2024-01-01,20:54:00,Store_A,Store_A_T000009,CUST_0002,Returning,Pharmaceuticals,Allergy Medicine,1,6,19.23,0,0,19.23,1.54,20.77,13.23,68.8,Cash,Monday,January,20,48.12,2
2024-01-01,20:54:00,Store_A,Store_A_T000009,CUST_0002,Returning,Electronics,USB Flash Drive,1,8,25.32,0,0,25.32,2.03,27.34,17.32,68.4,Cash,Monday,January,20,48.12,2
2024-01-01,21:12:00,Store_A,Store_A_T000043,CUST_0486,Returning,Food,Breakfast Cereal,2,2.5,7.09,0,0,14.18,1.13,15.32,9.18,64.7,Gift Card,Monday,January,21,15.32,1
2024-01-01,21:40:00,Store_A,Store_A_T000008,CUST_0064,Returning,Pharmaceuticals,Thermometer,1,12,29.27,0,0,29.27,2.34,31.61,17.27,59,Cash,Monday,January,21,45.39,2
2024-01-01,21:40:00,Store_A,Store_A_T000008,CUST_0064,Returning,Textiles,Men's Basic T-Shirt,1,3.5,12.75,0,0,12.75,1.02,13.77,9.25,72.6,Cash,Monday,January,21,45.39,2
2024-01-01,21:43:00,Store_A,Store_A_T000026,CUST_8876,New,Pharmaceuticals,Hand Sanitizer,2,1.5,5.09,0,0,10.17,0.81,10.99,7.17,70.5,Mobile Payment,Monday,January,21,10.99,1
2024-01-01,21:55:00,Store_A,Store_A_T000005,CUST_0177,Returning,Textiles,Athletic Shorts,1,6,20.56,0,0,20.56,1.65,22.21,14.56,70.8,Credit Card,Monday,January,21,248.45,3
2024-01-01,21:55:00,Store_A,Store_A_T000005,CUST_0177,Returning,Food,Whole Wheat Bread,2,1.5,3.98,0,0,7.96,0.64,8.6,4.96,62.3,Credit Card,Monday,January,21,248.45,3
2024-01-01,21:55:00,Store_A,Store_A_T000005,CUST_0177,Returning,Electronics,Portable Speaker,2,35,100.76,0,0,201.52,16.12,217.64,131.52,65.3,Credit Card,Monday,January,21,248.45,3
2024-01-02,08:42:00,Store_A,Store_A_T000092,CUST_7027,New,Electronics,USB Flash Drive,1,8,24.46,0,0,24.46,1.96,26.41,16.46,67.3,Mobile Payment,Tuesday,January,8,36.08,2
2024-01-02,08:42:00,Store_A,Store_A_T000092,CUST_7027,New,Food,Greek Yogurt,2,1.8,4.48,0,0,8.95,0.72,9.67,5.35,59.8,Mobile Payment,Tuesday,January,8,36.08,2
2024-01-02,09:06:00,Store_A,Store_A_T000079,CUST_0079,Returning,Pharmaceuticals,Hand Sanitizer,2,1.5,5.13,0,0,10.27,0.82,11.09,7.27,70.8,Debit Card,Tuesday,January,9,11.09,1
2024-01-02,09:10:00,Store_A,Store_A_T000081,CUST_0415,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,9.09,0,0,9.09,0.73,9.81,6.59,72.5,Credit Card,Tuesday,January,9,44.74,2
2024-01-02,09:10:00,Store_A,Store_A_T000081,CUST_0415,Returning,Pharmaceuticals,Vitamin C Supplements,2,5,16.17,0,0,32.34,2.59,34.93,22.34,69.1,Credit Card,Tuesday,January,9,44.74,2
2024-01-02,09:12:00,Store_A,Store_A_T000095,CUST_0479,Returning,Electronics,Phone Charger,2,5,20.96,0,0,41.92,3.35,45.28,31.92,76.1,Debit Card,Tuesday,January,9,59.51,2
2024-01-02,09:12:00,Store_A,Store_A_T000095,CUST_0479,Returning,Textiles,Men's Basic T-Shirt,1,3.5,13.18,0,0,13.18,1.05,14.23,9.68,73.4,Debit Card,Tuesday,January,9,59.51,2
2024-01-02,09:17:00,Store_A,Store_A_T000067,CUST_0439,Returning,Electronics,Power Bank,1,20,49.1,0,0,49.1,3.93,53.03,29.1,59.3,Mobile Payment,Tuesday,January,9,104.78,2
2024-01-02,09:17:00,Store_A,Store_A_T000067,CUST_0439,Returning,Electronics,USB Flash Drive,2,8,23.96,0,0,47.92,3.83,51.76,31.92,66.6,Mobile Payment,Tuesday,January,9,104.78,2
2024-01-02,09:30:00,Store_A,Store_A_T000058,CUST_0254,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,15.67,0,0,15.67,1.25,16.92,10.67,68.1,Credit Card,Tuesday,January,9,27.63,2
2024-01-02,09:30:00,Store_A,Store_A_T000058,CUST_0254,Returning,Food,Organic Milk (1L),2,2,4.96,0,0,9.92,0.79,10.71,5.92,59.7,Credit Card,Tuesday,January,9,27.63,2
2024-01-02,09:48:00,Store_A,Store_A_T000077,CUST_0107,Returning,Electronics,Tablet Case,2,10,30.01,0,0,60.02,4.8,64.82,40.02,66.7,Credit Card,Tuesday,January,9,192.17,2
2024-01-02,09:48:00,Store_A,Store_A_T000077,CUST_0107,Returning,Electronics,Wireless Mouse,3,15,39.3,0,0,117.91,9.43,127.35,72.91,61.8,Credit Card,Tuesday,January,9,192.17,2
2024-01-02,09:58:00,Store_A,Store_A_T000066,CUST_0159,Returning,Electronics,USB Flash Drive,1,8,25.59,0,0,25.59,2.05,27.64,17.59,68.7,Cash,Tuesday,January,9,58.51,2
2024-01-02,09:58:00,Store_A,Store_A_T000066,CUST_0159,Returning,Textiles,Kids' Jeans,1,12,28.59,0,0,28.59,2.29,30.88,16.59,58,Cash,Tuesday,January,9,58.51,2
2024-01-02,10:14:00,Store_A,Store_A_T000089,CUST_0256,Returning,Food,Organic Milk (1L),2,2,4.87,0,0,9.74,0.78,10.52,5.74,58.9,Mobile Payment,Tuesday,January,10,41.51,2
2024-01-02,10:14:00,Store_A,Store_A_T000089,CUST_0256,Returning,Electronics,Tablet Case,1,10,28.69,0,0,28.69,2.3,30.99,18.69,65.1,Mobile Payment,Tuesday,January,10,41.51,2
2024-01-02,10:17:00,Store_A,Store_A_T000100,CUST_0261,Returning,Food,Breakfast Cereal,1,2.5,6.84,9.1,0.63,6.22,0.5,6.71,3.72,59.8,Debit Card,Tuesday,January,10,11.35,2
2024-01-02,10:17:00,Store_A,Store_A_T000100,CUST_0261,Returning,Food,Greek Yogurt,1,1.8,4.3,0,0,4.3,0.34,4.64,2.5,58.1,Debit Card,Tuesday,January,10,11.35,2
2024-01-02,10:31:00,Store_A,Store_A_T000085,CUST_0039,Returning,Textiles,Cotton Bedsheet Set,3,15,52.44,0,0,157.31,12.58,169.9,112.31,71.4,Cash,Tuesday,January,10,212.48,3
