Date,Time,Store_ID,Transaction_ID,Customer_ID,Customer_Type,Category,Product_Name,Quantity,Unit_Cost,Unit_Price,Discount_Rate,Discount_Amount,Subtotal,Tax_Amount,Total_Amount,Gross_Profit,Profit_Margin_Percent,Payment_Method,Day_of_Week,Month,Hour_of_Day,Transaction_Total,Items_Per_Transaction
2024-01-01,10:43:00,Store_C,Store_C_T000035,CUST_0315,Returning,Pharmaceuticals,Cough Syrup,1,3,12.94,0,0,12.94,1.04,13.97,9.94,76.8,Debit Card,Monday,January,10,13.97,1
2024-01-01,10:44:00,Store_C,Store_C_T000012,CUST_0480,Returning,Textiles,Cotton Bedsheet Set,1,15,52.42,0,0,52.42,4.19,56.62,37.42,71.4,Debit Card,Monday,January,10,82.51,2
2024-01-01,10:44:00,Store_C,Store_C_T000012,CUST_0480,Returning,Textiles,Women's Blouse,1,8,23.98,0,0,23.98,1.92,25.9,15.98,66.6,Debit Card,Monday,January,10,82.51,2
2024-01-01,10:47:00,Store_C,Store_C_T000027,CUST_0202,Returning,Pharmaceuticals,Cough Syrup,1,3,13.08,12.5,1.64,11.44,0.92,12.36,8.44,73.8,Debit Card,Monday,January,10,18.79,2
2024-01-01,10:47:00,Store_C,Store_C_T000027,CUST_0202,Returning,Food,Fresh Apples (1kg),1,2.5,5.95,0,0,5.95,0.48,6.43,3.45,58,Debit Card,Monday,January,10,18.79,2
2024-01-01,10:48:00,Store_C,Store_C_T000008,CUST_0355,Returning,Electronics,Power Bank,1,20,49.43,0,0,49.43,3.95,53.38,29.43,59.5,Credit Card,Monday,January,10,263.85,2
2024-01-01,10:48:00,Store_C,Store_C_T000008,CUST_0355,Returning,Electronics,Smart Watch,1,80,194.88,0,0,194.88,15.59,210.47,114.88,58.9,Credit Card,Monday,January,10,263.85,2
2024-01-01,10:51:00,Store_C,Store_C_T000036,CUST_0171,Returning,Pharmaceuticals,Pain Relief Tablets,3,2.5,8.83,0,0,26.5,2.12,28.62,19,71.7,Credit Card,Monday,January,10,62.5,2
2024-01-01,10:51:00,Store_C,Store_C_T000036,CUST_0171,Returning,Textiles,Kids' Jeans,1,12,31.37,0,0,31.37,2.51,33.88,19.37,61.7,Credit Card,Monday,January,10,62.5,2
2024-01-01,10:53:00,Store_C,Store_C_T000003,CUST_8214,New,Food,Breakfast Cereal,3,2.5,7.19,0,0,21.58,1.73,23.31,14.08,65.2,Debit Card,Monday,January,10,28.5,2
2024-01-01,10:53:00,Store_C,Store_C_T000003,CUST_8214,New,Food,Organic Milk (1L),1,2,4.8,0,0,4.8,0.38,5.19,2.8,58.4,Debit Card,Monday,January,10,28.5,2
2024-01-01,11:23:00,Store_C,Store_C_T000043,CUST_0212,Returning,Electronics,Wireless Mouse,1,15,41.12,0,0,41.12,3.29,44.41,26.12,63.5,Credit Card,Monday,January,11,44.41,1
2024-01-01,12:05:00,Store_C,Store_C_T000006,CUST_5918,New,Pharmaceuticals,Vitamin C Supplements,1,5,15.58,18.2,2.84,12.74,1.02,13.76,7.74,60.8,Mobile Payment,Monday,January,12,27.26,2
2024-01-01,12:05:00,Store_C,Store_C_T000006,CUST_5918,New,Food,Chicken Breast (1kg),1,6,12.5,0,0,12.5,1,13.5,6.5,52,Mobile Payment,Monday,January,12,27.26,2
2024-01-01,12:23:00,Store_C,Store_C_T000042,CUST_0226,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,15.88,0,0,15.88,1.27,17.15,10.88,68.5,Credit Card,Monday,January,12,60.81,2
2024-01-01,12:23:00,Store_C,Store_C_T000042,CUST_0226,Returning,Electronics,Phone Charger,2,5,20.21,0,0,40.42,3.23,43.66,30.42,75.3,Credit Card,Monday,January,12,60.81,2
2024-01-01,12:37:00,Store_C,Store_C_T000014,CUST_0235,Returning,Electronics,Tablet Case,1,10,28.69,0,0,28.69,2.3,30.98,18.69,65.1,Mobile Payment,Monday,January,12,138.15,2
2024-01-01,12:37:00,Store_C,Store_C_T000014,CUST_0235,Returning,Textiles,Cotton Bedsheet Set,2,15,49.61,0,0,99.23,7.94,107.16,69.23,69.8,Mobile Payment,Monday,January,12,138.15,2
2024-01-01,12:45:00,Store_C,Store_C_T000004,CUST_0066,Returning,Food,Whole Wheat Bread,1,1.5,3.8,0,0,3.8,0.3,4.1,2.3,60.5,Gift Card,Monday,January,12,60.08,2
2024-01-01,12:45:00,Store_C,Store_C_T000004,CUST_0066,Returning,Electronics,Power Bank,1,20,51.83,0,0,51.83,4.15,55.98,31.83,61.4,Gift Card,Monday,January,12,60.08,2
2024-01-01,12:54:00,Store_C,Store_C_T000029,CUST_0048,Returning,Pharmaceuticals,First Aid Kit,1,8,25.9,0,0,25.9,2.07,27.97,17.9,69.1,Cash,Monday,January,12,27.97,1
2024-01-01,13:37:00,Store_C,Store_C_T000001,CUST_0488,Returning,Electronics,Power Bank,1,20,50.79,0,0,50.79,4.06,54.85,30.79,60.6,Cash,Monday,January,13,72,2
2024-01-01,13:37:00,Store_C,Store_C_T000001,CUST_0488,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,15.88,0,0,15.88,1.27,17.15,10.88,68.5,Cash,Monday,January,13,72,2
2024-01-01,14:18:00,Store_C,Store_C_T000034,CUST_9559,New,Electronics,Wireless Mouse,1,15,38.43,0,0,38.43,3.07,41.5,23.43,61,Cash,Monday,January,14,41.5,1
2024-01-01,15:10:00,Store_C,Store_C_T000019,CUST_0244,Returning,Pharmaceuticals,Allergy Medicine,1,6,19.41,12.3,2.38,17.03,1.36,18.39,11.03,64.8,Mobile Payment,Monday,January,15,18.39,1
2024-01-01,15:29:00,Store_C,Store_C_T000024,CUST_8555,New,Electronics,Wireless Mouse,1,15,38.02,0,0,38.02,3.04,41.06,23.02,60.5,Cash,Monday,January,15,45.45,2
2024-01-01,15:29:00,Store_C,Store_C_T000024,CUST_8555,New,Food,Whole Wheat Bread,1,1.5,4.07,0,0,4.07,0.33,4.4,2.57,63.2,Cash,Monday,January,15,45.45,2
2024-01-01,15:31:00,Store_C,Store_C_T000002,CUST_6861,New,Electronics,Portable Speaker,1,35,103.23,0,0,103.23,8.26,111.49,68.23,66.1,Credit Card,Monday,January,15,199.83,2
2024-01-01,15:31:00,Store_C,Store_C_T000002,CUST_6861,New,Electronics,Bluetooth Headphones,1,25,81.79,0,0,81.79,6.54,88.34,56.79,69.4,Credit Card,Monday,January,15,199.83,2
2024-01-01,15:38:00,Store_C,Store_C_T000032,CUST_9938,New,Pharmaceuticals,Bandages Pack,1,2,7.01,0,0,7.01,0.56,7.57,5.01,71.5,Credit Card,Monday,January,15,18.89,2
2024-01-01,15:38:00,Store_C,Store_C_T000032,CUST_9938,New,Food,Olive Oil (500ml),1,4,10.48,0,0,10.48,0.84,11.32,6.48,61.8,Credit Card,Monday,January,15,18.89,2
2024-01-01,15:40:00,Store_C,Store_C_T000020,CUST_0086,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,9.32,0,0,9.32,0.75,10.06,6.82,73.2,Debit Card,Monday,January,15,10.06,1
2024-01-01,15:51:00,Store_C,Store_C_T000015,CUST_0223,Returning,Electronics,Wireless Mouse,1,15,41.06,0,0,41.06,3.28,44.34,26.06,63.5,Credit Card,Monday,January,15,77.72,2
2024-01-01,15:51:00,Store_C,Store_C_T000015,CUST_0223,Returning,Textiles,Kids' Jeans,1,12,30.9,0,0,30.9,2.47,33.38,18.9,61.2,Credit Card,Monday,January,15,77.72,2
2024-01-01,16:28:00,Store_C,Store_C_T000011,CUST_8684,New,Textiles,Winter Jacket,2,25,81.41,0,0,162.82,13.03,175.85,112.82,69.3,Cash,Monday,January,16,230.6,2
2024-01-01,16:28:00,Store_C,Store_C_T000011,CUST_8684,New,Electronics,Power Bank,1,20,50.7,0,0,50.7,4.06,54.75,30.7,60.6,Cash,Monday,January,16,230.6,2
2024-01-01,16:29:00,Store_C,Store_C_T000023,CUST_0002,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,16.08,0,0,16.08,1.29,17.37,11.08,68.9,Gift Card,Monday,January,16,39.69,2
2024-01-01,16:29:00,Store_C,Store_C_T000023,CUST_0002,Returning,Electronics,Phone Charger,1,5,20.67,0,0,20.67,1.65,22.32,15.67,75.8,Gift Card,Monday,January,16,39.69,2
2024-01-01,16:36:00,Store_C,Store_C_T000041,CUST_0104,Returning,Textiles,Dress Shirt,1,10,33.68,0,0,33.68,2.69,36.38,23.68,70.3,Credit Card,Monday,January,16,70.83,2
2024-01-01,16:36:00,Store_C,Store_C_T000041,CUST_0104,Returning,Pharmaceuticals,Vitamin C Supplements,2,5,15.95,0,0,31.9,2.55,34.45,21.9,68.7,Credit Card,Monday,January,16,70.83,2
2024-01-01,17:41:00,Store_C,Store_C_T000030,CUST_0340,Returning,Food,Pasta Pack,3,1,2.96,0,0,8.88,0.71,9.59,5.88,66.2,Mobile Payment,Monday,January,17,9.59,1
2024-01-01,18:39:00,Store_C,Store_C_T000040,CUST_0238,Returning,Electronics,USB Flash Drive,1,8,24.59,0,0,24.59,1.97,26.56,16.59,67.5,Credit Card,Monday,January,18,62.93,2
2024-01-01,18:39:00,Store_C,Store_C_T000040,CUST_0238,Returning,Textiles,Dress Shirt,1,10,33.67,0,0,33.67,2.69,36.37,23.67,70.3,Credit Card,Monday,January,18,62.93,2
2024-01-01,18:42:00,Store_C,Store_C_T000013,CUST_0273,Returning,Electronics,Power Bank,1,20,49.17,0,0,49.17,3.93,53.11,29.17,59.3,Credit Card,Monday,January,18,53.11,1
2024-01-01,19:27:00,Store_C,Store_C_T000005,CUST_0299,Returning,Textiles,Kids' Jeans,1,12,30.2,0,0,30.2,2.42,32.62,18.2,60.3,Cash,Monday,January,19,87.42,2
2024-01-01,19:27:00,Store_C,Store_C_T000005,CUST_0299,Returning,Textiles,Cotton Bedsheet Set,1,15,50.74,0,0,50.74,4.06,54.8,35.74,70.4,Cash,Monday,January,19,87.42,2
2024-01-01,19:33:00,Store_C,Store_C_T000007,CUST_0317,Returning,Textiles,Dress Shirt,3,10,35.09,0,0,105.26,8.42,113.69,75.26,71.5,Mobile Payment,Monday,January,19,128.94,2
2024-01-01,19:33:00,Store_C,Store_C_T000007,CUST_0317,Returning,Food,Breakfast Cereal,2,2.5,7.06,0,0,14.12,1.13,15.25,9.12,64.6,Mobile Payment,Monday,January,19,128.94,2
2024-01-01,19:41:00,Store_C,Store_C_T000037,CUST_0353,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,8.67,0,0,8.67,0.69,9.37,6.17,71.2,Debit Card,Monday,January,19,43.28,2
2024-01-01,19:41:00,Store_C,Store_C_T000037,CUST_0353,Returning,Pharmaceuticals,Vitamin C Supplements,2,5,15.7,0,0,31.4,2.51,33.92,21.4,68.2,Debit Card,Monday,January,19,43.28,2
2024-01-01,19:49:00,Store_C,Store_C_T000028,CUST_0071,Returning,Pharmaceuticals,Thermometer,1,12,31.19,0,0,31.19,2.5,33.69,19.19,61.5,Credit Card,Monday,January,19,33.69,1
2024-01-01,20:01:00,Store_C,Store_C_T000025,CUST_0026,Returning,Food,Whole Wheat Bread,3,1.5,4,0,0,11.99,0.96,12.95,7.49,62.5,Mobile Payment,Monday,January,20,56.1,2
2024-01-01,20:01:00,Store_C,Store_C_T000025,CUST_0026,Returning,Electronics,Wireless Mouse,1,15,39.96,0,0,39.96,3.2,43.16,24.96,62.5,Mobile Payment,Monday,January,20,56.1,2
2024-01-01,20:17:00,Store_C,Store_C_T000009,CUST_0339,Returning,Textiles,Bath Towel,1,4,14.91,0,0,14.91,1.19,16.1,10.91,73.2,Cash,Monday,January,20,46.88,2
2024-01-01,20:17:00,Store_C,Store_C_T000009,CUST_0339,Returning,Electronics,Tablet Case,1,10,28.5,0,0,28.5,2.28,30.78,18.5,64.9,Cash,Monday,January,20,46.88,2
2024-01-01,20:36:00,Store_C,Store_C_T000017,CUST_0024,Returning,Food,Olive Oil (500ml),1,4,9.95,7.6,0.76,9.19,0.74,9.93,5.19,56.5,Credit Card,Monday,January,20,9.93,1
2024-01-01,21:36:00,Store_C,Store_C_T000033,CUST_8115,New,Pharmaceuticals,Vitamin C Supplements,1,5,15.43,0,0,15.43,1.23,16.67,10.43,67.6,Credit Card,Monday,January,21,16.67,1
2024-01-01,21:55:00,Store_C,Store_C_T000039,CUST_0097,Returning,Electronics,USB Flash Drive,2,8,24.23,0,0,48.45,3.88,52.33,32.45,67,Credit Card,Monday,January,21,52.33,1
2024-01-02,08:04:00,Store_C,Store_C_T000057,CUST_0230,Returning,Textiles,Bath Towel,2,4,14.42,0,0,28.83,2.31,31.14,20.83,72.3,Debit Card,Tuesday,January,8,87.6,2
2024-01-02,08:04:00,Store_C,Store_C_T000057,CUST_0230,Returning,Electronics,Power Bank,1,20,52.28,0,0,52.28,4.18,56.46,32.28,61.7,Debit Card,Tuesday,January,8,87.6,2
2024-01-02,08:06:00,Store_C,Store_C_T000072,CUST_6438,New,Electronics,Portable Speaker,1,35,104.45,0,0,104.45,8.36,112.8,69.45,66.5,Cash,Tuesday,January,8,112.8,1
2024-01-02,08:35:00,Store_C,Store_C_T000075,CUST_0029,Returning,Textiles,Athletic Shorts,1,6,19.82,0,0,19.82,1.59,21.41,13.82,69.7,Mobile Payment,Tuesday,January,8,56.47,2
2024-01-02,08:35:00,Store_C,Store_C_T000075,CUST_0029,Returning,Pharmaceuticals,Vitamin C Supplements,2,5,16.23,0,0,32.47,2.6,35.06,22.47,69.2,Mobile Payment,Tuesday,January,8,56.47,2
2024-01-02,08:53:00,Store_C,Store_C_T000066,CUST_0385,Returning,Electronics,Bluetooth Headphones,1,25,81.45,0,0,81.45,6.52,87.96,56.45,69.3,Debit Card,Tuesday,January,8,95.19,2
2024-01-02,08:53:00,Store_C,Store_C_T000066,CUST_0385,Returning,Food,Whole Wheat Bread,2,1.5,4.09,18.1,1.48,6.69,0.54,7.23,3.69,55.2,Debit Card,Tuesday,January,8,95.19,2
2024-01-02,09:19:00,Store_C,Store_C_T000049,CUST_0411,Returning,Textiles,Men's Basic T-Shirt,1,3.5,12.67,0,0,12.67,1.01,13.69,9.17,72.4,Credit Card,Tuesday,January,9,24.92,2
2024-01-02,09:19:00,Store_C,Store_C_T000049,CUST_0411,Returning,Food,Olive Oil (500ml),1,4,10.4,0,0,10.4,0.83,11.24,6.4,61.6,Credit Card,Tuesday,January,9,24.92,2
2024-01-02,09:59:00,Store_C,Store_C_T000069,CUST_0335,Returning,Food,Greek Yogurt,1,1.8,4.44,0,0,4.44,0.36,4.8,2.64,59.5,Credit Card,Tuesday,January,9,4.8,1
2024-01-02,11:58:00,Store_C,Store_C_T000053,CUST_0035,Returning,Pharmaceuticals,Hand Sanitizer,1,1.5,4.84,0,0,4.84,0.39,5.23,3.34,69,Debit Card,Tuesday,January,11,5.23,1
2024-01-02,12:36:00,Store_C,Store_C_T000061,CUST_0260,Returning,Food,Pasta Pack,2,1,2.89,0,0,5.77,0.46,6.23,3.77,65.3,Cash,Tuesday,January,12,6.23,1
2024-01-02,12:53:00,Store_C,Store_C_T000050,CUST_0079,Returning,Food,Breakfast Cereal,1,2.5,7.26,19.1,1.39,5.87,0.47,6.34,3.37,57.4,Debit Card,Tuesday,January,12,6.34,1
2024-01-02,12:55:00,Store_C,Store_C_T000074,CUST_6567,New,Pharmaceuticals,Hand Sanitizer,1,1.5,4.83,0,0,4.83,0.39,5.22,3.33,68.9,Mobile Payment,Tuesday,January,12,5.22,1
2024-01-02,13:00:00,Store_C,Store_C_T000051,CUST_0325,Returning,Food,Greek Yogurt,1,1.8,4.46,0,0,4.46,0.36,4.82,2.66,59.6,Debit Card,Tuesday,January,13,109.7,2
2024-01-02,13:00:00,Store_C,Store_C_T000051,CUST_0325,Returning,Electronics,Portable Speaker,1,35,97.12,0,0,97.12,7.77,104.89,62.12,64,Debit Card,Tuesday,January,13,109.7,2
2024-01-02,13:02:00,Store_C,Store_C_T000070,CUST_0358,Returning,Pharmaceuticals,Allergy Medicine,1,6,19.14,0,0,19.14,1.53,20.67,13.14,68.7,Cash,Tuesday,January,13,145.28,2
2024-01-02,13:02:00,Store_C,Store_C_T000070,CUST_0358,Returning,Electronics,Wireless Mouse,3,15,38.46,0,0,115.37,9.23,124.6,70.37,61,Cash,Tuesday,January,13,145.28,2
2024-01-02,13:15:00,Store_C,Store_C_T000064,CUST_0097,Returning,Electronics,Power Bank,1,20,52.44,0,0,52.44,4.2,56.64,32.44,61.9,Credit Card,Tuesday,January,13,56.64,1
2024-01-02,13:25:00,Store_C,Store_C_T000065,CUST_6822,New,Textiles,Bath Towel,1,4,14.57,0,0,14.57,1.17,15.74,10.57,72.6,Credit Card,Tuesday,January,13,15.74,1
2024-01-02,14:15:00,Store_C,Store_C_T000055,CUST_9478,New,Textiles,Athletic Shorts,1,6,20.34,0,0,20.34,1.63,21.96,14.34,70.5,Debit Card,Tuesday,January,14,21.96,1
2024-01-02,14:30:00,Store_C,Store_C_T000044,CUST_6207,New,Food,Whole Wheat Bread,2,1.5,3.91,0,0,7.81,0.63,8.44,4.81,61.6,Gift Card,Tuesday,January,14,34.64,2
2024-01-02,14:30:00,Store_C,Store_C_T000044,CUST_6207,New,Textiles,Women's Blouse,1,8,24.27,0,0,24.27,1.94,26.21,16.27,67,Gift Card,Tuesday,January,14,34.64,2
2024-01-02,14:32:00,Store_C,Store_C_T000058,CUST_0263,Returning,Food,Chicken Breast (1kg),1,6,12.94,0,0,12.94,1.04,13.97,6.94,53.6,Mobile Payment,Tuesday,January,14,13.97,1
2024-01-02,15:36:00,Store_C,Store_C_T000067,CUST_8745,New,Electronics,Phone Charger,3,5,20.88,0,0,62.65,5.01,67.66,47.65,76.1,Credit Card,Tuesday,January,15,67.66,1
2024-01-02,16:41:00,Store_C,Store_C_T000068,CUST_0186,Returning,Textiles,Kids' Jeans,2,12,30.08,0,0,60.16,4.81,64.97,36.16,60.1,Debit Card,Tuesday,January,16,74.38,2
2024-01-02,16:41:00,Store_C,Store_C_T000068,CUST_0186,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,8.71,0,0,8.71,0.7,9.4,6.21,71.3,Debit Card,Tuesday,January,16,74.38,2
2024-01-02,16:56:00,Store_C,Store_C_T000045,CUST_0330,Returning,Food,Breakfast Cereal,2,2.5,7.27,0,0,14.55,1.16,15.71,9.55,65.6,Mobile Payment,Tuesday,January,16,15.71,1
2024-01-02,17:15:00,Store_C,Store_C_T000059,CUST_0294,Returning,Electronics,Portable Speaker,2,35,95.99,0,0,191.98,15.36,207.34,121.98,63.5,Debit Card,Tuesday,January,17,428.88,2
2024-01-02,17:15:00,Store_C,Store_C_T000059,CUST_0294,Returning,Electronics,Smart Watch,1,80,205.13,0,0,205.13,16.41,221.54,125.13,61,Debit Card,Tuesday,January,17,428.88,2
2024-01-02,17:37:00,Store_C,Store_C_T000073,CUST_0332,Returning,Food,Pasta Pack,2,1,3.09,0,0,6.18,0.49,6.68,4.18,67.7,Mobile Payment,Tuesday,January,17,6.68,1
2024-01-02,17:37:00,Store_C,Store_C_T000077,CUST_0244,Returning,Electronics,USB Flash Drive,1,8,23.94,0,0,23.94,1.92,25.85,15.94,66.6,Cash,Tuesday,January,17,43.13,2
2024-01-02,17:37:00,Store_C,Store_C_T000077,CUST_0244,Returning,Pharmaceuticals,Allergy Medicine,1,6,18.92,15.5,2.93,15.99,1.28,17.27,9.99,62.5,Cash,Tuesday,January,17,43.13,2
2024-01-02,17:49:00,Store_C,Store_C_T000060,CUST_0267,Returning,Pharmaceuticals,Hand Sanitizer,1,1.5,5.06,0,0,5.06,0.4,5.46,3.56,70.3,Mobile Payment,Tuesday,January,17,5.46,1
2024-01-02,17:53:00,Store_C,Store_C_T000048,CUST_0396,Returning,Electronics,Power Bank,2,20,51.11,0,0,102.22,8.18,110.4,62.22,60.9,Credit Card,Tuesday,January,17,110.4,1
2024-01-02,18:52:00,Store_C,Store_C_T000076,CUST_8639,New,Pharmaceuticals,Cough Syrup,2,3,13.59,0,0,27.18,2.17,29.35,21.18,77.9,Mobile Payment,Tuesday,January,18,239.31,2
2024-01-02,18:52:00,Store_C,Store_C_T000076,CUST_8639,New,Electronics,Portable Speaker,2,35,97.2,0,0,194.4,15.55,209.96,124.4,64,Mobile Payment,Tuesday,January,18,239.31,2
2024-01-02,19:13:00,Store_C,Store_C_T000071,CUST_0065,Returning,Electronics,USB Flash Drive,1,8,24.24,0,0,24.24,1.94,26.18,16.24,67,Mobile Payment,Tuesday,January,19,26.18,1
2024-01-02,19:48:00,Store_C,Store_C_T000062,CUST_0283,Returning,Pharmaceuticals,Hand Sanitizer,1,1.5,5.05,0,0,5.05,0.4,5.46,3.55,70.3,Mobile Payment,Tuesday,January,19,19.92,2
2024-01-02,19:48:00,Store_C,Store_C_T000062,CUST_0283,Returning,Pharmaceuticals,Bandages Pack,2,2,6.7,0,0,13.4,1.07,14.47,9.4,70.1,Mobile Payment,Tuesday,January,19,19.92,2
2024-01-02,19:53:00,Store_C,Store_C_T000056,CUST_0296,Returning,Food,Breakfast Cereal,1,2.5,6.65,0,0,6.65,0.53,7.18,4.15,62.4,Debit Card,Tuesday,January,19,7.18,1
2024-01-02,20:17:00,Store_C,Store_C_T000078,CUST_0099,Returning,Electronics,Bluetooth Headphones,1,25,76.89,0,0,76.89,6.15,83.04,51.89,67.5,Gift Card,Tuesday,January,20,83.04,1
2024-01-02,20:35:00,Store_C,Store_C_T000052,CUST_0335,Returning,Electronics,USB Flash Drive,1,8,24.68,0,0,24.68,1.97,26.66,16.68,67.6,Cash,Tuesday,January,20,26.66,1
2024-01-02,20:37:00,Store_C,Store_C_T000046,CUST_7743,New,Electronics,Bluetooth Headphones,1,25,78,0,0,78,6.24,84.24,53,68,Credit Card,Tuesday,January,20,139.07,2
2024-01-02,20:37:00,Store_C,Store_C_T000046,CUST_7743,New,Textiles,Cotton Bedsheet Set,1,15,50.77,0,0,50.77,4.06,54.83,35.77,70.5,Credit Card,Tuesday,January,20,139.07,2
2024-01-02,21:12:00,Store_C,Store_C_T000063,CUST_0072,Returning,Electronics,Portable Speaker,1,35,97.63,0,0,97.63,7.81,105.44,62.63,64.2,Credit Card,Tuesday,January,21,105.44,1
2024-01-02,21:19:00,Store_C,Store_C_T000047,CUST_0328,Returning,Pharmaceuticals,Bandages Pack,1,2,6.9,0,0,6.9,0.55,7.45,4.9,71,Debit Card,Tuesday,January,21,7.45,1
2024-01-02,21:47:00,Store_C,Store_C_T000054,CUST_0040,Returning,Textiles,Bath Towel,1,4,15.28,0,0,15.28,1.22,16.5,11.28,73.8,Cash,Tuesday,January,21,16.5,1
2024-01-03,08:45:00,Store_C,Store_C_T000108,CUST_0334,Returning,Pharmaceuticals,Cough Syrup,1,3,13.43,7.3,0.98,12.44,1,13.44,9.44,75.9,Credit Card,Wednesday,January,8,13.44,1
2024-01-03,08:55:00,Store_C,Store_C_T000088,CUST_0204,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,15.41,9.6,1.48,13.92,1.11,15.04,8.92,64.1,Cash,Wednesday,January,8,19.85,2
2024-01-03,08:55:00,Store_C,Store_C_T000088,CUST_0204,Returning,Food,Greek Yogurt,1,1.8,4.46,0,0,4.46,0.36,4.82,2.66,59.7,Cash,Wednesday,January,8,19.85,2
2024-01-03,08:55:00,Store_C,Store_C_T000094,CUST_0074,Returning,Textiles,Bath Towel,1,4,14.72,10.7,1.57,13.14,1.05,14.2,9.14,69.6,Debit Card,Wednesday,January,8,14.2,1
2024-01-03,09:00:00,Store_C,Store_C_T000091,CUST_0211,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,16.27,0,0,16.27,1.3,17.58,11.27,69.3,Credit Card,Wednesday,January,9,62.5,3
2024-01-03,09:00:00,Store_C,Store_C_T000091,CUST_0211,Returning,Pharmaceuticals,Cough Syrup,1,3,12.36,0,0,12.36,0.99,13.35,9.36,75.7,Credit Card,Wednesday,January,9,62.5,3
2024-01-03,09:00:00,Store_C,Store_C_T000091,CUST_0211,Returning,Textiles,Kids' Jeans,1,12,29.24,0,0,29.24,2.34,31.58,17.24,59,Credit Card,Wednesday,January,9,62.5,3
2024-01-03,11:08:00,Store_C,Store_C_T000079,CUST_0435,Returning,Textiles,Cotton Bedsheet Set,2,15,49.39,0,0,98.77,7.9,106.67,68.77,69.6,Credit Card,Wednesday,January,11,106.67,1
2024-01-03,11:11:00,Store_C,Store_C_T000097,CUST_0248,Returning,Food,Greek Yogurt,3,1.8,4.58,0,0,13.74,1.1,14.84,8.34,60.7,Credit Card,Wednesday,January,11,58.62,2
2024-01-03,11:11:00,Store_C,Store_C_T000097,CUST_0248,Returning,Pharmaceuticals,Cough Syrup,3,3,13.51,0,0,40.54,3.24,43.78,31.54,77.8,Credit Card,Wednesday,January,11,58.62,2
2024-01-03,11:30:00,Store_C,Store_C_T000104,CUST_0405,Returning,Food,Whole Wheat Bread,1,1.5,3.95,0,0,3.95,0.32,4.27,2.45,62.1,Cash,Wednesday,January,11,4.27,1
2024-01-03,12:11:00,Store_C,Store_C_T000090,CUST_0309,Returning,Food,Greek Yogurt,1,1.8,4.7,0,0,4.7,0.38,5.07,2.9,61.7,Mobile Payment,Wednesday,January,12,5.07,1
2024-01-03,12:13:00,Store_C,Store_C_T000100,CUST_0402,Returning,Food,Fresh Apples (1kg),1,2.5,5.92,0,0,5.92,0.47,6.4,3.42,57.8,Debit Card,Wednesday,January,12,28.8,2
