Date,Time,Store_ID,Transaction_ID,Customer_ID,Customer_Type,Category,Product_Name,Quantity,Unit_Cost,Unit_Price,Discount_Rate,Discount_Amount,Subtotal,Tax_Amount,Total_Amount,Gross_Profit,Profit_Margin_Percent,Payment_Method,Day_of_Week,Month,Hour_of_Day,Transaction_Total,Items_Per_Transaction
2024-01-01,11:36:00,Store_B,Store_B_T000030,CUST_0036,Returning,Food,Pasta Pack,1,1,2.87,0,0,2.87,0.23,3.1,1.87,65.2,Cash,Monday,January,11,17.65,2
2024-01-01,11:36:00,Store_B,Store_B_T000030,CUST_0036,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,16.71,19.4,3.24,13.47,1.08,14.55,8.47,62.9,Cash,Monday,January,11,17.65,2
2024-01-01,12:18:00,Store_B,Store_B_T000003,CUST_0395,Returning,Electronics,USB Flash Drive,1,8,24.32,0,0,24.32,1.95,26.26,16.32,67.1,Credit Card,Monday,January,12,37.44,2
2024-01-01,12:18:00,Store_B,Store_B_T000003,CUST_0395,Returning,Food,Organic Milk (1L),2,2,5.17,0,0,10.35,0.83,11.18,6.35,61.3,Credit Card,Monday,January,12,37.44,2
2024-01-01,12:48:00,Store_B,Store_B_T000033,CUST_0218,Returning,Pharmaceuticals,Thermometer,1,12,31.21,0,0,31.21,2.5,33.7,19.21,61.5,Gift Card,Monday,January,12,33.7,1
2024-01-01,13:06:00,Store_B,Store_B_T000008,CUST_0324,Returning,Pharmaceuticals,Vitamin C Supplements,2,5,15.54,0,0,31.07,2.49,33.56,21.07,67.8,Debit Card,Monday,January,13,49.32,2
2024-01-01,13:06:00,Store_B,Store_B_T000008,CUST_0324,Returning,Textiles,Bath Towel,1,4,14.6,0,0,14.6,1.17,15.76,10.6,72.6,Debit Card,Monday,January,13,49.32,2
2024-01-01,13:19:00,Store_B,Store_B_T000038,CUST_0251,Returning,Electronics,Bluetooth Headphones,1,25,78.45,0,0,78.45,6.28,84.72,53.45,68.1,Cash,Monday,January,13,98.08,2
2024-01-01,13:19:00,Store_B,Store_B_T000038,CUST_0251,Returning,Food,Chicken Breast (1kg),1,6,12.37,0,0,12.37,0.99,13.36,6.37,51.5,Cash,Monday,January,13,98.08,2
2024-01-01,13:26:00,Store_B,Store_B_T000025,CUST_0374,Returning,Textiles,Athletic Shorts,2,6,20.52,0,0,41.05,3.28,44.33,29.05,70.8,Debit Card,Monday,January,13,92.35,3
2024-01-01,13:26:00,Store_B,Store_B_T000025,CUST_0374,Returning,Electronics,Wireless Mouse,1,15,39.32,0,0,39.32,3.15,42.47,24.32,61.9,Debit Card,Monday,January,13,92.35,3
2024-01-01,13:26:00,Store_B,Store_B_T000025,CUST_0374,Returning,Pharmaceuticals,Hand Sanitizer,1,1.5,5.14,0,0,5.14,0.41,5.55,3.64,70.8,Debit Card,Monday,January,13,92.35,3
2024-01-01,13:38:00,Store_B,Store_B_T000024,CUST_0494,Returning,Electronics,Portable Speaker,2,35,100.7,0,0,201.4,16.11,217.51,131.4,65.2,Debit Card,Monday,January,13,217.51,1
2024-01-01,13:48:00,Store_B,Store_B_T000040,CUST_0269,Returning,Electronics,Phone Charger,1,5,20.07,0,0,20.07,1.61,21.68,15.07,75.1,Debit Card,Monday,January,13,42.72,3
2024-01-01,13:48:00,Store_B,Store_B_T000040,CUST_0269,Returning,Food,Fresh Apples (1kg),1,2.5,5.86,0,0,5.86,0.47,6.33,3.36,57.3,Debit Card,Monday,January,13,42.72,3
2024-01-01,13:48:00,Store_B,Store_B_T000040,CUST_0269,Returning,Food,Chicken Breast (1kg),1,6,13.63,0,0,13.63,1.09,14.72,7.63,56,Debit Card,Monday,January,13,42.72,3
2024-01-01,14:14:00,Store_B,Store_B_T000023,CUST_0312,Returning,Pharmaceuticals,Allergy Medicine,2,6,19.57,0,0,39.15,3.13,42.28,27.15,69.3,Gift Card,Monday,January,14,47.8,2
2024-01-01,14:14:00,Store_B,Store_B_T000023,CUST_0312,Returning,Food,Organic Milk (1L),1,2,5.11,0,0,5.11,0.41,5.52,3.11,60.8,Gift Card,Monday,January,14,47.8,2
2024-01-01,14:27:00,Store_B,Store_B_T000029,CUST_0448,Returning,Electronics,Phone Charger,1,5,20.43,7,1.42,19,1.52,20.52,14,73.7,Mobile Payment,Monday,January,14,48.01,2
2024-01-01,14:27:00,Store_B,Store_B_T000029,CUST_0448,Returning,Pharmaceuticals,First Aid Kit,1,8,25.45,0,0,25.45,2.04,27.48,17.45,68.6,Mobile Payment,Monday,January,14,48.01,2
2024-01-01,15:23:00,Store_B,Store_B_T000004,CUST_0144,Returning,Textiles,Men's Basic T-Shirt,1,3.5,13.27,0,0,13.27,1.06,14.33,9.77,73.6,Credit Card,Monday,January,15,14.33,1
2024-01-01,15:33:00,Store_B,Store_B_T000022,CUST_0094,Returning,Pharmaceuticals,First Aid Kit,3,8,25.66,0,0,76.97,6.16,83.12,52.97,68.8,Credit Card,Monday,January,15,83.12,1
2024-01-01,15:34:00,Store_B,Store_B_T000027,CUST_0066,Returning,Textiles,Dress Shirt,2,10,34.46,0,0,68.91,5.51,74.42,48.91,71,Credit Card,Monday,January,15,84.13,2
2024-01-01,15:34:00,Store_B,Store_B_T000027,CUST_0066,Returning,Food,Olive Oil (500ml),1,4,10.2,12,1.22,8.98,0.72,9.7,4.98,55.5,Credit Card,Monday,January,15,84.13,2
2024-01-01,15:44:00,Store_B,Store_B_T000014,CUST_0361,Returning,Pharmaceuticals,Hand Sanitizer,1,1.5,5.16,0,0,5.16,0.41,5.57,3.66,70.9,Cash,Monday,January,15,14.88,2
2024-01-01,15:44:00,Store_B,Store_B_T000014,CUST_0361,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,8.62,0,0,8.62,0.69,9.31,6.12,71,Cash,Monday,January,15,14.88,2
2024-01-01,15:47:00,Store_B,Store_B_T000019,CUST_0250,Returning,Pharmaceuticals,First Aid Kit,1,8,24.66,0,0,24.66,1.97,26.63,16.66,67.6,Credit Card,Monday,January,15,46.2,2
2024-01-01,15:47:00,Store_B,Store_B_T000019,CUST_0250,Returning,Pharmaceuticals,Pain Relief Tablets,2,2.5,9.06,0,0,18.11,1.45,19.56,13.11,72.4,Credit Card,Monday,January,15,46.2,2
2024-01-01,16:34:00,Store_B,Store_B_T000015,CUST_0192,Returning,Food,Fresh Apples (1kg),2,2.5,5.96,0,0,11.92,0.95,12.87,6.92,58,Cash,Monday,January,16,23.32,2
2024-01-01,16:34:00,Store_B,Store_B_T000015,CUST_0192,Returning,Food,Olive Oil (500ml),1,4,9.68,0,0,9.68,0.77,10.45,5.68,58.7,Cash,Monday,January,16,23.32,2
2024-01-01,16:36:00,Store_B,Store_B_T000036,CUST_5107,New,Pharmaceuticals,Bandages Pack,2,2,7.31,0,0,14.62,1.17,15.79,10.62,72.6,Credit Card,Monday,January,16,100.11,2
2024-01-01,16:36:00,Store_B,Store_B_T000036,CUST_5107,New,Electronics,Bluetooth Headphones,1,25,78.08,0,0,78.08,6.25,84.32,53.08,68,Credit Card,Monday,January,16,100.11,2
2024-01-01,16:56:00,Store_B,Store_B_T000041,CUST_0379,Returning,Pharmaceuticals,First Aid Kit,1,8,24.87,0,0,24.87,1.99,26.86,16.87,67.8,Cash,Monday,January,16,60.12,2
2024-01-01,16:56:00,Store_B,Store_B_T000041,CUST_0379,Returning,Electronics,Tablet Case,1,10,30.8,0,0,30.8,2.46,33.26,20.8,67.5,Cash,Monday,January,16,60.12,2
2024-01-01,17:12:00,Store_B,Store_B_T000026,CUST_7442,New,Textiles,Athletic Shorts,2,6,20.54,0,0,41.08,3.29,44.36,29.08,70.8,Mobile Payment,Monday,January,17,127.85,3
2024-01-01,17:12:00,Store_B,Store_B_T000026,CUST_7442,New,Electronics,Wireless Mouse,1,15,40.77,0,0,40.77,3.26,44.03,25.77,63.2,Mobile Payment,Monday,January,17,127.85,3
2024-01-01,17:12:00,Store_B,Store_B_T000026,CUST_7442,New,Textiles,Dress Shirt,1,10,36.54,0,0,36.54,2.92,39.46,26.54,72.6,Mobile Payment,Monday,January,17,127.85,3
2024-01-01,17:50:00,Store_B,Store_B_T000011,CUST_0072,Returning,Food,Greek Yogurt,3,1.8,4.54,0,0,13.63,1.09,14.72,8.23,60.4,Credit Card,Monday,January,17,14.72,1
2024-01-01,18:44:00,Store_B,Store_B_T000039,CUST_0087,Returning,Textiles,Kids' Jeans,1,12,30.99,0,0,30.99,2.48,33.47,18.99,61.3,Cash,Monday,January,18,245.95,2
2024-01-01,18:44:00,Store_B,Store_B_T000039,CUST_0087,Returning,Electronics,Smart Watch,1,80,196.74,0,0,196.74,15.74,212.48,116.74,59.3,Cash,Monday,January,18,245.95,2
2024-01-01,18:45:00,Store_B,Store_B_T000043,CUST_0456,Returning,Textiles,Women's Blouse,2,8,25.03,0,0,50.07,4.01,54.07,34.07,68,Mobile Payment,Monday,January,18,54.07,1
2024-01-01,18:48:00,Store_B,Store_B_T000001,CUST_0181,Returning,Pharmaceuticals,Bandages Pack,3,2,7.12,0,0,21.35,1.71,23.06,15.35,71.9,Cash,Monday,January,18,502.33,3
2024-01-01,18:48:00,Store_B,Store_B_T000001,CUST_0181,Returning,Pharmaceuticals,Thermometer,2,12,29.04,0,0,58.08,4.65,62.73,34.08,58.7,Cash,Monday,January,18,502.33,3
2024-01-01,18:48:00,Store_B,Store_B_T000001,CUST_0181,Returning,Electronics,Smart Watch,2,80,192.84,0,0,385.69,30.86,416.55,225.69,58.5,Cash,Monday,January,18,502.33,3
2024-01-01,19:19:00,Store_B,Store_B_T000017,CUST_0327,Returning,Electronics,Smart Watch,2,80,194.14,0,0,388.29,31.06,419.35,228.29,58.8,Credit Card,Monday,January,19,450.26,2
2024-01-01,19:19:00,Store_B,Store_B_T000017,CUST_0327,Returning,Pharmaceuticals,Thermometer,1,12,28.62,0,0,28.62,2.29,30.91,16.62,58.1,Credit Card,Monday,January,19,450.26,2
2024-01-01,19:24:00,Store_B,Store_B_T000012,CUST_0101,Returning,Electronics,Wireless Mouse,1,15,39.28,0,0,39.28,3.14,42.42,24.28,61.8,Credit Card,Monday,January,19,63.39,2
2024-01-01,19:24:00,Store_B,Store_B_T000012,CUST_0101,Returning,Textiles,Athletic Shorts,1,6,19.42,0,0,19.42,1.55,20.97,13.42,69.1,Credit Card,Monday,January,19,63.39,2
2024-01-01,19:26:00,Store_B,Store_B_T000002,CUST_0103,Returning,Pharmaceuticals,Allergy Medicine,2,6,18.52,0,0,37.04,2.96,40,25.04,67.6,Mobile Payment,Monday,January,19,67.84,2
2024-01-01,19:26:00,Store_B,Store_B_T000002,CUST_0103,Returning,Pharmaceuticals,First Aid Kit,1,8,25.78,0,0,25.78,2.06,27.84,17.78,69,Mobile Payment,Monday,January,19,67.84,2
2024-01-01,19:41:00,Store_B,Store_B_T000013,CUST_0064,Returning,Food,Pasta Pack,1,1,3.1,0,0,3.1,0.25,3.34,2.1,67.7,Debit Card,Monday,January,19,24.38,3
2024-01-01,19:41:00,Store_B,Store_B_T000013,CUST_0064,Returning,Food,Whole Wheat Bread,1,1.5,4.01,0,0,4.01,0.32,4.33,2.51,62.6,Debit Card,Monday,January,19,24.38,3
2024-01-01,19:41:00,Store_B,Store_B_T000013,CUST_0064,Returning,Pharmaceuticals,Vitamin C Supplements,1,5,15.47,0,0,15.47,1.24,16.71,10.47,67.7,Debit Card,Monday,January,19,24.38,3
2024-01-01,20:04:00,Store_B,Store_B_T000016,CUST_0411,Returning,Electronics,Bluetooth Headphones,2,25,77.86,0,0,155.72,12.46,168.18,105.72,67.9,Credit Card,Monday,January,20,178.35,2
2024-01-01,20:04:00,Store_B,Store_B_T000016,CUST_0411,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,9.42,0,0,9.42,0.75,10.17,6.92,73.5,Credit Card,Monday,January,20,178.35,2
2024-01-01,20:39:00,Store_B,Store_B_T000009,CUST_0225,Returning,Electronics,Bluetooth Headphones,3,25,81.22,0,0,243.65,19.49,263.14,168.65,69.2,Cash,Monday,January,20,282.46,2
2024-01-01,20:39:00,Store_B,Store_B_T000009,CUST_0225,Returning,Food,Fresh Apples (1kg),3,2.5,5.96,0,0,17.89,1.43,19.33,10.39,58.1,Cash,Monday,January,20,282.46,2
2024-01-01,21:40:00,Store_B,Store_B_T000037,CUST_0180,Returning,Electronics,Phone Charger,2,5,20.24,0,0,40.48,3.24,43.72,30.48,75.3,Cash,Monday,January,21,109.98,2
2024-01-01,21:40:00,Store_B,Store_B_T000037,CUST_0180,Returning,Electronics,Tablet Case,2,10,30.67,0,0,61.35,4.91,66.26,41.35,67.4,Cash,Monday,January,21,109.98,2
2024-01-01,21:50:00,Store_B,Store_B_T000005,CUST_0441,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,9.22,0,0,9.22,0.74,9.96,6.72,72.9,Mobile Payment,Monday,January,21,54.88,2
2024-01-01,21:50:00,Store_B,Store_B_T000005,CUST_0441,Returning,Electronics,Wireless Mouse,1,15,41.6,0,0,41.6,3.33,44.92,26.6,63.9,Mobile Payment,Monday,January,21,54.88,2
2024-01-02,09:54:00,Store_B,Store_B_T000067,CUST_0132,Returning,Pharmaceuticals,Bandages Pack,1,2,6.68,0,0,6.68,0.53,7.21,4.68,70.1,Debit Card,Tuesday,January,9,35.96,2
2024-01-02,09:54:00,Store_B,Store_B_T000067,CUST_0132,Returning,Electronics,Tablet Case,1,10,30.83,13.7,4.21,26.61,2.13,28.74,16.61,62.4,Debit Card,Tuesday,January,9,35.96,2
2024-01-02,10:03:00,Store_B,Store_B_T000061,CUST_0065,Returning,Textiles,Athletic Shorts,1,6,20.52,0,0,20.52,1.64,22.16,14.52,70.8,Debit Card,Tuesday,January,10,121.07,2
2024-01-02,10:03:00,Store_B,Store_B_T000061,CUST_0065,Returning,Pharmaceuticals,Thermometer,3,12,30.53,0,0,91.58,7.33,98.91,55.58,60.7,Debit Card,Tuesday,January,10,121.07,2
2024-01-02,10:21:00,Store_B,Store_B_T000074,CUST_0266,Returning,Pharmaceuticals,First Aid Kit,2,8,23.92,0,0,47.83,3.83,51.66,31.83,66.5,Debit Card,Tuesday,January,10,98.68,3
2024-01-02,10:21:00,Store_B,Store_B_T000074,CUST_0266,Returning,Food,Breakfast Cereal,2,2.5,7.05,0,0,14.1,1.13,15.22,9.1,64.5,Debit Card,Tuesday,January,10,98.68,3
2024-01-02,10:21:00,Store_B,Store_B_T000074,CUST_0266,Returning,Food,Olive Oil (500ml),3,4,9.81,0,0,29.44,2.36,31.8,17.44,59.2,Debit Card,Tuesday,January,10,98.68,3
2024-01-02,11:40:00,Store_B,Store_B_T000053,CUST_0453,Returning,Textiles,Cotton Bedsheet Set,1,15,50.14,0,0,50.14,4.01,54.15,35.14,70.1,Cash,Tuesday,January,11,70.73,2
2024-01-02,11:40:00,Store_B,Store_B_T000053,CUST_0453,Returning,Textiles,Bath Towel,1,4,15.36,0,0,15.36,1.23,16.58,11.36,74,Cash,Tuesday,January,11,70.73,2
2024-01-02,11:55:00,Store_B,Store_B_T000063,CUST_0173,Returning,Food,Pasta Pack,1,1,2.94,0,0,2.94,0.24,3.17,1.94,66,Cash,Tuesday,January,11,22.29,2
2024-01-02,11:55:00,Store_B,Store_B_T000063,CUST_0173,Returning,Pharmaceuticals,Pain Relief Tablets,2,2.5,8.85,0,0,17.7,1.42,19.12,12.7,71.8,Cash,Tuesday,January,11,22.29,2
2024-01-02,12:03:00,Store_B,Store_B_T000060,CUST_0096,Returning,Textiles,Bath Towel,1,4,14.35,0,0,14.35,1.15,15.5,10.35,72.1,Credit Card,Tuesday,January,12,28.62,2
2024-01-02,12:03:00,Store_B,Store_B_T000060,CUST_0096,Returning,Food,Fresh Apples (1kg),2,2.5,6.08,0,0,12.15,0.97,13.13,7.15,58.9,Credit Card,Tuesday,January,12,28.62,2
2024-01-02,12:04:00,Store_B,Store_B_T000073,CUST_9609,New,Textiles,Kids' Jeans,1,12,30.93,0,0,30.93,2.47,33.41,18.93,61.2,Debit Card,Tuesday,January,12,60.75,2
2024-01-02,12:04:00,Store_B,Store_B_T000073,CUST_9609,New,Textiles,Women's Blouse,1,8,25.31,0,0,25.31,2.02,27.34,17.31,68.4,Debit Card,Tuesday,January,12,60.75,2
2024-01-02,12:07:00,Store_B,Store_B_T000045,CUST_0249,Returning,Textiles,Bath Towel,1,4,14.33,0,0,14.33,1.15,15.48,10.33,72.1,Mobile Payment,Tuesday,January,12,93.63,2
2024-01-02,12:07:00,Store_B,Store_B_T000045,CUST_0249,Returning,Textiles,Dress Shirt,2,10,36.18,0,0,72.36,5.79,78.15,52.36,72.4,Mobile Payment,Tuesday,January,12,93.63,2
2024-01-02,13:57:00,Store_B,Store_B_T000054,CUST_0192,Returning,Electronics,Smart Watch,1,80,197.23,0,0,197.23,15.78,213,117.23,59.4,Debit Card,Tuesday,January,13,298.16,2
2024-01-02,13:57:00,Store_B,Store_B_T000054,CUST_0192,Returning,Electronics,Wireless Mouse,2,15,39.42,0,0,78.85,6.31,85.16,48.85,62,Debit Card,Tuesday,January,13,298.16,2
2024-01-02,14:16:00,Store_B,Store_B_T000058,CUST_8519,New,Electronics,Smart Watch,1,80,192.44,9.5,18.23,174.2,13.94,188.14,94.2,54.1,Cash,Tuesday,January,14,209.41,2
2024-01-02,14:16:00,Store_B,Store_B_T000058,CUST_8519,New,Food,Olive Oil (500ml),2,4,9.85,0,0,19.7,1.58,21.28,11.7,59.4,Cash,Tuesday,January,14,209.41,2
2024-01-02,14:29:00,Store_B,Store_B_T000065,CUST_8195,New,Pharmaceuticals,Allergy Medicine,1,6,18.66,0,0,18.66,1.49,20.16,12.66,67.8,Debit Card,Tuesday,January,14,39.98,3
2024-01-02,14:29:00,Store_B,Store_B_T000065,CUST_8195,New,Textiles,Bath Towel,1,4,15.39,0,0,15.39,1.23,16.62,11.39,74,Debit Card,Tuesday,January,14,39.98,3
2024-01-02,14:29:00,Store_B,Store_B_T000065,CUST_8195,New,Food,Pasta Pack,1,1,2.97,0,0,2.97,0.24,3.21,1.97,66.3,Debit Card,Tuesday,January,14,39.98,3
2024-01-02,14:43:00,Store_B,Store_B_T000052,CUST_0107,Returning,Textiles,Bath Towel,2,4,14.55,0,0,29.11,2.33,31.44,21.11,72.5,Credit Card,Tuesday,January,14,44.21,2
2024-01-02,14:43:00,Store_B,Store_B_T000052,CUST_0107,Returning,Food,Fresh Apples (1kg),2,2.5,5.91,0,0,11.83,0.95,12.77,6.83,57.7,Credit Card,Tuesday,January,14,44.21,2
2024-01-02,14:52:00,Store_B,Store_B_T000069,CUST_0130,Returning,Electronics,Wireless Mouse,1,15,38,0,0,38,3.04,41.04,23,60.5,Credit Card,Tuesday,January,14,41.04,1
2024-01-02,14:54:00,Store_B,Store_B_T000068,CUST_0304,Returning,Textiles,Dress Shirt,1,10,35.78,0,0,35.78,2.86,38.64,25.78,72.1,Credit Card,Tuesday,January,14,52.49,2
2024-01-02,14:54:00,Store_B,Store_B_T000068,CUST_0304,Returning,Food,Greek Yogurt,3,1.8,4.27,0,0,12.82,1.03,13.85,7.42,57.9,Credit Card,Tuesday,January,14,52.49,2
2024-01-02,15:10:00,Store_B,Store_B_T000046,CUST_6908,New,Textiles,Men's Basic T-Shirt,2,3.5,12.79,0,0,25.58,2.05,27.62,18.58,72.6,Cash,Tuesday,January,15,35.24,2
2024-01-02,15:10:00,Store_B,Store_B_T000046,CUST_6908,New,Pharmaceuticals,Bandages Pack,1,2,7.05,0,0,7.05,0.56,7.62,5.05,71.6,Cash,Tuesday,January,15,35.24,2
2024-01-02,15:14:00,Store_B,Store_B_T000049,CUST_9423,New,Pharmaceuticals,Allergy Medicine,2,6,19.56,0,0,39.12,3.13,42.25,27.12,69.3,Mobile Payment,Tuesday,January,15,57.7,2
2024-01-02,15:14:00,Store_B,Store_B_T000049,CUST_9423,New,Food,Breakfast Cereal,2,2.5,7.15,0,0,14.31,1.14,15.45,9.31,65.1,Mobile Payment,Tuesday,January,15,57.7,2
2024-01-02,15:25:00,Store_B,Store_B_T000051,CUST_0243,Returning,Pharmaceuticals,Pain Relief Tablets,1,2.5,9.32,0,0,9.32,0.75,10.07,6.82,73.2,Credit Card,Tuesday,January,15,10.07,1
2024-01-02,16:07:00,Store_B,Store_B_T000071,CUST_0351,Returning,Electronics,Power Bank,1,20,48.6,0,0,48.6,3.89,52.49,28.6,58.8,Debit Card,Tuesday,January,16,65.87,2
2024-01-02,16:07:00,Store_B,Store_B_T000071,CUST_0351,Returning,Food,Chicken Breast (1kg),1,6,12.39,0,0,12.39,0.99,13.38,6.39,51.6,Debit Card,Tuesday,January,16,65.87,2
2024-01-02,16:16:00,Store_B,Store_B_T000055,CUST_0381,Returning,Food,Organic Milk (1L),1,2,5.21,19,0.99,4.22,0.34,4.56,2.22,52.6,Credit Card,Tuesday,January,16,174.35,3
2024-01-02,16:16:00,Store_B,Store_B_T000055,CUST_0381,Returning,Electronics,Portable Speaker,1,35,104.83,0,0,104.83,8.39,113.22,69.83,66.6,Credit Card,Tuesday,January,16,174.35,3
2024-01-02,16:16:00,Store_B,Store_B_T000055,CUST_0381,Returning,Electronics,Power Bank,1,20,52.38,0,0,52.38,4.19,56.57,32.38,61.8,Credit Card,Tuesday,January,16,174.35,3
2024-01-02,16:44:00,Store_B,Store_B_T000057,CUST_0239,Returning,Textiles,Cotton Bedsheet Set,1,15,50.13,0,0,50.13,4.01,54.14,35.13,70.1,Credit Card,Tuesday,January,16,54.14,1
2024-01-02,16:49:00,Store_B,Store_B_T000072,CUST_0390,Returning,Electronics,Phone Charger,1,5,19.09,0,0,19.09,1.53,20.62,14.09,73.8,Cash,Tuesday,January,16,49.86,2
2024-01-02,16:49:00,Store_B,Store_B_T000072,CUST_0390,Returning,Pharmaceuticals,Cough Syrup,2,3,13.54,0,0,27.08,2.17,29.25,21.08,77.8,Cash,Tuesday,January,16,49.86,2
2024-01-02,17:20:00,Store_B,Store_B_T000056,CUST_0332,Returning,Food,Breakfast Cereal,1,2.5,6.7,0,0,6.7,0.54,7.23,4.2,62.7,Credit Card,Tuesday,January,17,7.23,1
2024-01-02,18:02:00,Store_B,Store_B_T000050,CUST_0359,Returning,Textiles,Kids' Jeans,1,12,29.86,0,0,29.86,2.39,32.25,17.86,59.8,Credit Card,Tuesday,January,18,114.59,2
2024-01-02,18:02:00,Store_B,Store_B_T000050,CUST_0359,Returning,Textiles,Women's Blouse,3,8,25.41,0,0,76.24,6.1,82.34,52.24,68.5,Credit Card,Tuesday,January,18,114.59,2
2024-01-02,18:20:00,Store_B,Store_B_T000059,CUST_0365,Returning,Textiles,Kids' Jeans,1,12,30.27,0,0,30.27,2.42,32.69,18.27,60.4,Cash,Tuesday,January,18,32.69,1
2024-01-02,18:28:00,Store_B,Store_B_T000064,CUST_7693,New,Pharmaceuticals,Allergy Medicine,2,6,19.65,0,0,39.31,3.14,42.45,27.31,69.5,Mobile Payment,Tuesday,January,18,94.87,2
2024-01-02,18:28:00,Store_B,Store_B_T000064,CUST_7693,New,Electronics,Power Bank,1,20,48.54,0,0,48.54,3.88,52.42,28.54,58.8,Mobile Payment,Tuesday,January,18,94.87,2
2024-01-02,18:34:00,Store_B,Store_B_T000044,CUST_8274,New,Textiles,Dress Shirt,3,10,36.03,0,0,108.08,8.65,116.73,78.08,72.2,Debit Card,Tuesday,January,18,168.35,2
